STATISTIC Label,Year,Age Group,Sex,Inward or Outward Flow,UNIT,VALUE
Estimated Migration (Persons in April),2016,45 - 64 years,Male,Net migration,Thousand,1.8
Estimated Migration (Persons in April),2016,45 - 64 years,Male,Emigrants: All destinations,Thousand,2.2
Estimated Migration (Persons in April),2016,45 - 64 years,Male,Immigrants: All origins,Thousand,4.0
Estimated Migration (Persons in April),2016,45 - 64 years,Female,Net migration,Thousand,0.7
Estimated Migration (Persons in April),2016,45 - 64 years,Female,Emigrants: All destinations,Thousand,2.4
Estimated Migration (Persons in April),2016,45 - 64 years,Female,Immigrants: All origins,Thousand,3.1
Estimated Migration (Persons in April),2016,65 years and over,Male,Net migration,Thousand,0.4
Estimated Migration (Persons in April),2016,65 years and over,Male,Emigrants: All destinations,Thousand,0.7
Estimated Migration (Persons in April),2016,65 years and over,Male,Immigrants: All origins,Thousand,1.1
Estimated Migration (Persons in April),2016,65 years and over,Female,Net migration,Thousand,0.3
Estimated Migration (Persons in April),2016,65 years and over,Female,Emigrants: All destinations,Thousand,1.0
Estimated Migration (Persons in April),2016,65 years and over,Female,Immigrants: All origins,Thousand,1.3
Estimated Migration (Persons in April),2017,0 - 14 years,Male,Net migration,Thousand,1.8
Estimated Migration (Persons in April),2017,0 - 14 years,Male,Emigrants: All destinations,Thousand,3.1
Estimated Migration (Persons in April),2017,0 - 14 years,Male,Immigrants: All origins,Thousand,4.9
Estimated Migration (Persons in April),2017,0 - 14 years,Female,Net migration,Thousand,2.7
Estimated Migration (Persons in April),2017,0 - 14 years,Female,Emigrants: All destinations,Thousand,2.9
Estimated Migration (Persons in April),2017,0 - 14 years,Female,Immigrants: All origins,Thousand,5.5
Estimated Migration (Persons in April),2017,15 - 24 years,Male,Net migration,Thousand,1.9
Estimated Migration (Persons in April),2017,15 - 24 years,Male,Emigrants: All destinations,Thousand,7.2
Estimated Migration (Persons in April),2017,15 - 24 years,Male,Immigrants: All origins,Thousand,9.1
Estimated Migration (Persons in April),2017,15 - 24 years,Female,Net migration,Thousand,2.8
Estimated Migration (Persons in April),2017,15 - 24 years,Female,Emigrants: All destinations,Thousand,7.6
Estimated Migration (Persons in April),2017,15 - 24 years,Female,Immigrants: All origins,Thousand,10.4
Estimated Migration (Persons in April),2017,25 - 44 years,Male,Net migration,Thousand,8.6
Estimated Migration (Persons in April),2017,25 - 44 years,Male,Emigrants: All destinations,Thousand,16.6
Estimated Migration (Persons in April),2017,25 - 44 years,Male,Immigrants: All origins,Thousand,25.1
Estimated Migration (Persons in April),2017,25 - 44 years,Female,Net migration,Thousand,9.4
Estimated Migration (Persons in April),2017,25 - 44 years,Female,Emigrants: All destinations,Thousand,14.7
Estimated Migration (Persons in April),2017,25 - 44 years,Female,Immigrants: All origins,Thousand,24.1
Estimated Migration (Persons in April),2017,45 - 64 years,Male,Net migration,Thousand,3.9
Estimated Migration (Persons in April),2017,45 - 64 years,Male,Emigrants: All destinations,Thousand,1.9
Estimated Migration (Persons in April),2017,45 - 64 years,Male,Immigrants: All origins,Thousand,5.9
Estimated Migration (Persons in April),2017,45 - 64 years,Female,Net migration,Thousand,4.8
Estimated Migration (Persons in April),2017,45 - 64 years,Female,Emigrants: All destinations,Thousand,0.9
Estimated Migration (Persons in April),2017,45 - 64 years,Female,Immigrants: All origins,Thousand,5.7
Estimated Migration (Persons in April),2017,65 years and over,Male,Net migration,Thousand,1.6
Estimated Migration (Persons in April),2017,65 years and over,Male,Emigrants: All destinations,Thousand,0.7
Estimated Migration (Persons in April),2017,65 years and over,Male,Immigrants: All origins,Thousand,2.3
Estimated Migration (Persons in April),2017,65 years and over,Female,Net migration,Thousand,1.8
Estimated Migration (Persons in April),2017,65 years and over,Female,Emigrants: All destinations,Thousand,0.5
Estimated Migration (Persons in April),2017,65 years and over,Female,Immigrants: All origins,Thousand,2.3
Estimated Migration (Persons in April),2018,0 - 14 years,Male,Net migration,Thousand,3.7
Estimated Migration (Persons in April),2018,0 - 14 years,Male,Emigrants: All destinations,Thousand,2.2
Estimated Migration (Persons in April),2018,0 - 14 years,Male,Immigrants: All origins,Thousand,5.9
Estimated Migration (Persons in April),2018,0 - 14 years,Female,Net migration,Thousand,2.7
Estimated Migration (Persons in April),2018,0 - 14 years,Female,Emigrants: All destinations,Thousand,3.0
Estimated Migration (Persons in April),2018,0 - 14 years,Female,Immigrants: All origins,Thousand,5.7
Estimated Migration (Persons in April),2018,15 - 24 years,Male,Net migration,Thousand,6.6
Estimated Migration (Persons in April),2018,15 - 24 years,Male,Emigrants: All destinations,Thousand,5.2
Estimated Migration (Persons in April),2018,15 - 24 years,Male,Immigrants: All origins,Thousand,11.7
Estimated Migration (Persons in April),2018,15 - 24 years,Female,Net migration,Thousand,6.4
Estimated Migration (Persons in April),2018,15 - 24 years,Female,Emigrants: All destinations,Thousand,6.6
Estimated Migration (Persons in April),2018,15 - 24 years,Female,Immigrants: All origins,Thousand,12.9
Estimated Migration (Persons in April),2018,25 - 44 years,Male,Net migration,Thousand,9.6
Estimated Migration (Persons in April),2018,25 - 44 years,Male,Emigrants: All destinations,Thousand,12.9
Estimated Migration (Persons in April),2018,25 - 44 years,Male,Immigrants: All origins,Thousand,22.5
Estimated Migration (Persons in April),2018,25 - 44 years,Female,Net migration,Thousand,9.3
Estimated Migration (Persons in April),2018,25 - 44 years,Female,Emigrants: All destinations,Thousand,13.8
Estimated Migration (Persons in April),2018,25 - 44 years,Female,Immigrants: All origins,Thousand,23.1
Estimated Migration (Persons in April),2018,45 - 64 years,Male,Net migration,Thousand,1.7
Estimated Migration (Persons in April),2018,45 - 64 years,Male,Emigrants: All destinations,Thousand,3.1
Estimated Migration (Persons in April),2018,45 - 64 years,Male,Immigrants: All origins,Thousand,4.8
Estimated Migration (Persons in April),2018,45 - 64 years,Female,Net migration,Thousand,1.2
Estimated Migration (Persons in April),2018,45 - 64 years,Female,Emigrants: All destinations,Thousand,3.5
Estimated Migration (Persons in April),2018,45 - 64 years,Female,Immigrants: All origins,Thousand,4.7
Estimated Migration (Persons in April),2018,65 years and over,Male,Net migration,Thousand,1.8
Estimated Migration (Persons in April),2018,65 years and over,Male,Emigrants: All destinations,Thousand,0.7
Estimated Migration (Persons in April),2018,65 years and over,Male,Immigrants: All origins,Thousand,2.4
Estimated Migration (Persons in April),2018,65 years and over,Female,Net migration,Thousand,1.5
Estimated Migration (Persons in April),2018,65 years and over,Female,Emigrants: All destinations,Thousand,0.8
Estimated Migration (Persons in April),2018,65 years and over,Female,Immigrants: All origins,Thousand,2.2
Estimated Migration (Persons in April),2019,0 - 14 years,Male,Net migration,Thousand,3.8
Estimated Migration (Persons in April),2019,0 - 14 years,Male,Emigrants: All destinations,Thousand,2.5
Estimated Migration (Persons in April),2019,0 - 14 years,Male,Immigrants: All origins,Thousand,6.3
Estimated Migration (Persons in April),2019,0 - 14 years,Female,Net migration,Thousand,1.9
Estimated Migration (Persons in April),2019,0 - 14 years,Female,Emigrants: All destinations,Thousand,2.9
Estimated Migration (Persons in April),2019,0 - 14 years,Female,Immigrants: All origins,Thousand,4.8
Estimated Migration (Persons in April),2019,15 - 24 years,Male,Net migration,Thousand,1.2
Estimated Migration (Persons in April),2019,15 - 24 years,Male,Emigrants: All destinations,Thousand,8.5
Estimated Migration (Persons in April),2019,15 - 24 years,Male,Immigrants: All origins,Thousand,9.7
Estimated Migration (Persons in April),2019,15 - 24 years,Female,Net migration,Thousand,3.9
Estimated Migration (Persons in April),2019,15 - 24 years,Female,Emigrants: All destinations,Thousand,8.7
Estimated Migration (Persons in April),2019,15 - 24 years,Female,Immigrants: All origins,Thousand,12.5
Estimated Migration (Persons in April),2019,25 - 44 years,Male,Net migration,Thousand,11.9
Estimated Migration (Persons in April),2019,25 - 44 years,Male,Emigrants: All destinations,Thousand,13.9
Estimated Migration (Persons in April),2019,25 - 44 years,Male,Immigrants: All origins,Thousand,25.8
Estimated Migration (Persons in April),2019,25 - 44 years,Female,Net migration,Thousand,11.1
Estimated Migration (Persons in April),2019,25 - 44 years,Female,Emigrants: All destinations,Thousand,12.0
Estimated Migration (Persons in April),2019,25 - 44 years,Female,Immigrants: All origins,Thousand,23.1
Estimated Migration (Persons in April),2019,45 - 64 years,Male,Net migration,Thousand,4.0
Estimated Migration (Persons in April),2019,45 - 64 years,Male,Emigrants: All destinations,Thousand,1.6
Estimated Migration (Persons in April),2019,45 - 64 years,Male,Immigrants: All origins,Thousand,5.5
Estimated Migration (Persons in April),2019,45 - 64 years,Female,Net migration,Thousand,3.4
Estimated Migration (Persons in April),2019,45 - 64 years,Female,Emigrants: All destinations,Thousand,1.9
Estimated Migration (Persons in April),2019,45 - 64 years,Female,Immigrants: All origins,Thousand,5.3
Estimated Migration (Persons in April),2019,65 years and over,Male,Net migration,Thousand,1.2
Estimated Migration (Persons in April),2019,65 years and over,Male,Emigrants: All destinations,Thousand,0.5
Estimated Migration (Persons in April),2019,65 years and over,Male,Immigrants: All origins,Thousand,1.8
Estimated Migration (Persons in April),2019,65 years and over,Female,Net migration,Thousand,1.6
Estimated Migration (Persons in April),2019,65 years and over,Female,Emigrants: All destinations,Thousand,0.8
Estimated Migration (Persons in April),2019,65 years and over,Female,Immigrants: All origins,Thousand,2.5
Estimated Migration (Persons in April),2020,0 - 14 years,Male,Net migration,Thousand,2.6
Estimated Migration (Persons in April),2020,0 - 14 years,Male,Emigrants: All destinations,Thousand,2.9
Estimated Migration (Persons in April),2020,0 - 14 years,Male,Immigrants: All origins,Thousand,5.5
Estimated Migration (Persons in April),2020,0 - 14 years,Female,Net migration,Thousand,1.4
Estimated Migration (Persons in April),2020,0 - 14 years,Female,Emigrants: All destinations,Thousand,3.8
Estimated Migration (Persons in April),2020,0 - 14 years,Female,Immigrants: All origins,Thousand,5.1
Estimated Migration (Persons in April),2020,15 - 24 years,Male,Net migration,Thousand,3.2
Estimated Migration (Persons in April),2020,15 - 24 years,Male,Emigrants: All destinations,Thousand,6.6
Estimated Migration (Persons in April),2020,15 - 24 years,Male,Immigrants: All origins,Thousand,9.8
Estimated Migration (Persons in April),2020,15 - 24 years,Female,Net migration,Thousand,3.5
Estimated Migration (Persons in April),2020,15 - 24 years,Female,Emigrants: All destinations,Thousand,8.8
Estimated Migration (Persons in April),2020,15 - 24 years,Female,Immigrants: All origins,Thousand,12.2
Estimated Migration (Persons in April),2020,25 - 44 years,Male,Net migration,Thousand,12.0
Estimated Migration (Persons in April),2020,25 - 44 years,Male,Emigrants: All destinations,Thousand,14.0
Estimated Migration (Persons in April),2020,25 - 44 years,Male,Immigrants: All origins,Thousand,25.9
Estimated Migration (Persons in April),2020,25 - 44 years,Female,Net migration,Thousand,13.0
Estimated Migration (Persons in April),2020,25 - 44 years,Female,Emigrants: All destinations,Thousand,12.0
Estimated Migration (Persons in April),2020,25 - 44 years,Female,Immigrants: All origins,Thousand,25.1
Estimated Migration (Persons in April),2020,45 - 64 years,Male,Net migration,Thousand,2.4
Estimated Migration (Persons in April),2020,45 - 64 years,Male,Emigrants: All destinations,Thousand,1.8
Estimated Migration (Persons in April),2020,45 - 64 years,Male,Immigrants: All origins,Thousand,4.2
Estimated Migration (Persons in April),2020,45 - 64 years,Female,Net migration,Thousand,4.5
Estimated Migration (Persons in April),2020,45 - 64 years,Female,Emigrants: All destinations,Thousand,0.7
Estimated Migration (Persons in April),2020,45 - 64 years,Female,Immigrants: All origins,Thousand,5.1
Estimated Migration (Persons in April),2020,65 years and over,Male,Net migration,Thousand,1.4
Estimated Migration (Persons in April),2020,65 years and over,Male,Emigrants: All destinations,Thousand,0.2
Estimated Migration (Persons in April),2020,65 years and over,Male,Immigrants: All origins,Thousand,1.5
Estimated Migration (Persons in April),2020,65 years and over,Female,Net migration,Thousand,0.9
Estimated Migration (Persons in April),2020,65 years and over,Female,Emigrants: All destinations,Thousand,0.3
Estimated Migration (Persons in April),2020,65 years and over,Female,Immigrants: All origins,Thousand,1.1
Estimated Migration (Persons in April),2021,0 - 14 years,Male,Net migration,Thousand,0.6
Estimated Migration (Persons in April),2021,0 - 14 years,Male,Emigrants: All destinations,Thousand,2.7
Estimated Migration (Persons in April),2021,0 - 14 years,Male,Immigrants: All origins,Thousand,3.3
Estimated Migration (Persons in April),2021,0 - 14 years,Female,Net migration,Thousand,2.2
Estimated Migration (Persons in April),2021,0 - 14 years,Female,Emigrants: All destinations,Thousand,2.0
Estimated Migration (Persons in April),2021,0 - 14 years,Female,Immigrants: All origins,Thousand,4.2
Estimated Migration (Persons in April),2021,15 - 24 years,Male,Net migration,Thousand,-2.9
Estimated Migration (Persons in April),2021,15 - 24 years,Male,Emigrants: All destinations,Thousand,8.9
Estimated Migration (Persons in April),2021,15 - 24 years,Male,Immigrants: All origins,Thousand,6.0
Estimated Migration (Persons in April),2021,15 - 24 years,Female,Net migration,Thousand,-2.4
Estimated Migration (Persons in April),2021,15 - 24 years,Female,Emigrants: All destinations,Thousand,10.2
Estimated Migration (Persons in April),2021,15 - 24 years,Female,Immigrants: All origins,Thousand,7.7
Estimated Migration (Persons in April),2021,25 - 44 years,Male,Net migration,Thousand,7.9
Estimated Migration (Persons in April),2021,25 - 44 years,Male,Emigrants: All destinations,Thousand,10.3
Estimated Migration (Persons in April),2021,25 - 44 years,Male,Immigrants: All origins,Thousand,18.1
Estimated Migration (Persons in April),2021,25 - 44 years,Female,Net migration,Thousand,11.7
Estimated Migration (Persons in April),2021,25 - 44 years,Female,Emigrants: All destinations,Thousand,9.5
Estimated Migration (Persons in April),2021,25 - 44 years,Female,Immigrants: All origins,Thousand,21.2
Estimated Migration (Persons in April),2021,45 - 64 years,Male,Net migration,Thousand,5.1
Estimated Migration (Persons in April),2021,45 - 64 years,Male,Emigrants: All destinations,Thousand,2.1
Estimated Migration (Persons in April),2021,45 - 64 years,Male,Immigrants: All origins,Thousand,7.1
Estimated Migration (Persons in April),2021,45 - 64 years,Female,Net migration,Thousand,-0.3
Estimated Migration (Persons in April),2021,45 - 64 years,Female,Emigrants: All destinations,Thousand,3.5
Estimated Migration (Persons in April),2021,45 - 64 years,Female,Immigrants: All origins,Thousand,3.2
Estimated Migration (Persons in April),2021,65 years and over,Male,Net migration,Thousand,0.2
Estimated Migration (Persons in April),2021,65 years and over,Male,Emigrants: All destinations,Thousand,1.4
Estimated Migration (Persons in April),2021,65 years and over,Male,Immigrants: All origins,Thousand,1.6
Estimated Migration (Persons in April),2021,65 years and over,Female,Net migration,Thousand,-0.2
Estimated Migration (Persons in April),2021,65 years and over,Female,Emigrants: All destinations,Thousand,1.8
Estimated Migration (Persons in April),2021,65 years and over,Female,Immigrants: All origins,Thousand,1.6
Estimated Migration (Persons in April),2022,0 - 14 years,Male,Net migration,Thousand,6.3
Estimated Migration (Persons in April),2022,0 - 14 years,Male,Emigrants: All destinations,Thousand,2.1
Estimated Migration (Persons in April),2022,0 - 14 years,Male,Immigrants: All origins,Thousand,8.4
Estimated Migration (Persons in April),2022,0 - 14 years,Female,Net migration,Thousand,6.7
Estimated Migration (Persons in April),2022,0 - 14 years,Female,Emigrants: All destinations,Thousand,1.3
Estimated Migration (Persons in April),2022,0 - 14 years,Female,Immigrants: All origins,Thousand,8.0
Estimated Migration (Persons in April),2022,15 - 24 years,Male,Net migration,Thousand,-0.9
Estimated Migration (Persons in April),2022,15 - 24 years,Male,Emigrants: All destinations,Thousand,10.0
Estimated Migration (Persons in April),2022,15 - 24 years,Male,Immigrants: All origins,Thousand,9.1
Estimated Migration (Persons in April),2022,15 - 24 years,Female,Net migration,Thousand,0.7
Estimated Migration (Persons in April),2022,15 - 24 years,Female,Emigrants: All destinations,Thousand,11.0
Estimated Migration (Persons in April),2022,15 - 24 years,Female,Immigrants: All origins,Thousand,11.8
Estimated Migration (Persons in April),2022,25 - 44 years,Male,Net migration,Thousand,11.4
Estimated Migration (Persons in April),2022,25 - 44 years,Male,Emigrants: All destinations,Thousand,13.0
Estimated Migration (Persons in April),2022,25 - 44 years,Male,Immigrants: All origins,Thousand,24.4
Estimated Migration (Persons in April),2022,25 - 44 years,Female,Net migration,Thousand,20.8
Estimated Migration (Persons in April),2022,25 - 44 years,Female,Emigrants: All destinations,Thousand,8.6
Estimated Migration (Persons in April),2022,25 - 44 years,Female,Immigrants: All origins,Thousand,29.3
Estimated Migration (Persons in April),2022,45 - 64 years,Male,Net migration,Thousand,2.3
Estimated Migration (Persons in April),2022,45 - 64 years,Male,Emigrants: All destinations,Thousand,3.3
Estimated Migration (Persons in April),2022,45 - 64 years,Male,Immigrants: All origins,Thousand,5.6
Estimated Migration (Persons in April),2022,45 - 64 years,Female,Net migration,Thousand,3.0
Estimated Migration (Persons in April),2022,45 - 64 years,Female,Emigrants: All destinations,Thousand,4.1
Estimated Migration (Persons in April),2022,45 - 64 years,Female,Immigrants: All origins,Thousand,7.1
Estimated Migration (Persons in April),2022,65 years and over,Male,Net migration,Thousand,0.5
Estimated Migration (Persons in April),2022,65 years and over,Male,Emigrants: All destinations,Thousand,1.1
Estimated Migration (Persons in April),2022,65 years and over,Male,Immigrants: All origins,Thousand,1.7
Estimated Migration (Persons in April),2022,65 years and over,Female,Net migration,Thousand,0.9
Estimated Migration (Persons in April),2022,65 years and over,Female,Emigrants: All destinations,Thousand,1.5
Estimated Migration (Persons in April),2022,65 years and over,Female,Immigrants: All origins,Thousand,2.4
Estimated Migration (Persons in April),2023,0 - 14 years,Male,Net migration,Thousand,8.2
Estimated Migration (Persons in April),2023,0 - 14 years,Male,Emigrants: All destinations,Thousand,2.9
Estimated Migration (Persons in April),2023,0 - 14 years,Male,Immigrants: All origins,Thousand,11.1
Estimated Migration (Persons in April),2023,0 - 14 years,Female,Net migration,Thousand,8.2
Estimated Migration (Persons in April),2023,0 - 14 years,Female,Emigrants: All destinations,Thousand,2.6
Estimated Migration (Persons in April),2023,0 - 14 years,Female,Immigrants: All origins,Thousand,10.8
Estimated Migration (Persons in April),2023,15 - 24 years,Male,Net migration,Thousand,2.5
Estimated Migration (Persons in April),2023,15 - 24 years,Male,Emigrants: All destinations,Thousand,7.5
Estimated Migration (Persons in April),2023,15 - 24 years,Male,Immigrants: All origins,Thousand,10.0
Estimated Migration (Persons in April),2023,15 - 24 years,Female,Net migration,Thousand,1.4
Estimated Migration (Persons in April),2023,15 - 24 years,Female,Emigrants: All destinations,Thousand,12.3
Estimated Migration (Persons in April),2023,15 - 24 years,Female,Immigrants: All origins,Thousand,13.7
Estimated Migration (Persons in April),2023,25 - 44 years,Male,Net migration,Thousand,19.6
Estimated Migration (Persons in April),2023,25 - 44 years,Male,Emigrants: All destinations,Thousand,17.2
Estimated Migration (Persons in April),2023,25 - 44 years,Male,Immigrants: All origins,Thousand,36.8
Estimated Migration (Persons in April),2023,25 - 44 years,Female,Net migration,Thousand,23.1
Estimated Migration (Persons in April),2023,25 - 44 years,Female,Emigrants: All destinations,Thousand,15.2
Estimated Migration (Persons in April),2023,25 - 44 years,Female,Immigrants: All origins,Thousand,38.2
Estimated Migration (Persons in April),2023,45 - 64 years,Male,Net migration,Thousand,3.6
Estimated Migration (Persons in April),2023,45 - 64 years,Male,Emigrants: All destinations,Thousand,3.0
Estimated Migration (Persons in April),2023,45 - 64 years,Male,Immigrants: All origins,Thousand,6.6
Estimated Migration (Persons in April),2023,45 - 64 years,Female,Net migration,Thousand,8.1
Estimated Migration (Persons in April),2023,45 - 64 years,Female,Emigrants: All destinations,Thousand,2.2
Estimated Migration (Persons in April),2023,45 - 64 years,Female,Immigrants: All origins,Thousand,10.3
Estimated Migration (Persons in April),2023,65 years and over,Male,Net migration,Thousand,1.1
Estimated Migration (Persons in April),2023,65 years and over,Male,Emigrants: All destinations,Thousand,0.4
Estimated Migration (Persons in April),2023,65 years and over,Male,Immigrants: All origins,Thousand,1.5
Estimated Migration (Persons in April),2023,65 years and over,Female,Net migration,Thousand,1.8
Estimated Migration (Persons in April),2023,65 years and over,Female,Emigrants: All destinations,Thousand,0.6
Estimated Migration (Persons in April),2023,65 years and over,Female,Immigrants: All origins,Thousand,2.5
