STATISTIC Label,Year,Single Year of Age,GenderCode,Sex,UNIT,VALUE,Age Group,Previous_Year_Population,Inward or Outward Flow_Immigrants: All origins,Inward or Outward Flow_Net migration,VALUE_Population,Migration_Rate
Population estimates from 1926,2010,73,1,Male,Number,11580,65 and over,12345.0,,,,
Population estimates from 1926,2010,73,2,Female,Number,12856,65 and over,12777.0,,,,
Population estimates from 1926,2010,74,1,Male,Number,11059,65 and over,11580.0,,,,
Population estimates from 1926,2010,74,2,Female,Number,12383,65 and over,12856.0,,,,
Population estimates from 1926,2010,75,1,Male,Number,10376,65 and over,11059.0,,,,
Population estimates from 1926,2010,75,2,Female,Number,12021,65 and over,12383.0,,,,
Population estimates from 1926,2010,76,1,Male,Number,9727,65 and over,10376.0,,,,
Population estimates from 1926,2010,76,2,Female,Number,11254,65 and over,12021.0,,,,
Population estimates from 1926,2010,77,1,Male,Number,9108,65 and over,9727.0,,,,
Population estimates from 1926,2010,77,2,Female,Number,10672,65 and over,11254.0,,,,
Population estimates from 1926,2010,78,1,Male,Number,8259,65 and over,9108.0,,,,
Population estimates from 1926,2010,78,2,Female,Number,10171,65 and over,10672.0,,,,
Population estimates from 1926,2010,79,1,Male,Number,7649,65 and over,8259.0,,,,
Population estimates from 1926,2010,79,2,Female,Number,9836,65 and over,10171.0,,,,
Population estimates from 1926,2010,80,1,Male,Number,7143,65 and over,7649.0,,,,
Population estimates from 1926,2010,80,2,Female,Number,9500,65 and over,9836.0,,,,
Population estimates from 1926,2010,81,1,Male,Number,6114,65 and over,7143.0,,,,
Population estimates from 1926,2010,81,2,Female,Number,8551,65 and over,9500.0,,,,
Population estimates from 1926,2010,82,1,Male,Number,5090,65 and over,6114.0,,,,
Population estimates from 1926,2010,82,2,Female,Number,7903,65 and over,8551.0,,,,
Population estimates from 1926,2010,83,1,Male,Number,4737,65 and over,5090.0,,,,
Population estimates from 1926,2010,83,2,Female,Number,7878,65 and over,7903.0,,,,
Population estimates from 1926,2010,84,1,Male,Number,4251,65 and over,4737.0,,,,
Population estimates from 1926,2010,84,2,Female,Number,7188,65 and over,7878.0,,,,
Population estimates from 1926,2010,85,1,Male,Number,3672,65 and over,4251.0,,,,
Population estimates from 1926,2010,85,2,Female,Number,6481,65 and over,7188.0,,,,
Population estimates from 1926,2010,86,1,Male,Number,3093,65 and over,3672.0,,,,
Population estimates from 1926,2010,86,2,Female,Number,5644,65 and over,6481.0,,,,
Population estimates from 1926,2010,87,1,Male,Number,2596,65 and over,3093.0,,,,
Population estimates from 1926,2010,87,2,Female,Number,5392,65 and over,5644.0,,,,
Population estimates from 1926,2010,88,1,Male,Number,2026,65 and over,2596.0,,,,
Population estimates from 1926,2010,88,2,Female,Number,4315,65 and over,5392.0,,,,
Population estimates from 1926,2010,89,1,Male,Number,1718,65 and over,2026.0,,,,
Population estimates from 1926,2010,89,2,Female,Number,3742,65 and over,4315.0,,,,
Population estimates from 1926,2010,90,1,Male,Number,1443,65 and over,1718.0,,,,
Population estimates from 1926,2010,90,2,Female,Number,3361,65 and over,3742.0,,,,
Population estimates from 1926,2010,91,1,Male,Number,965,65 and over,1443.0,,,,
Population estimates from 1926,2010,91,2,Female,Number,2429,65 and over,3361.0,,,,
Population estimates from 1926,2010,92,1,Male,Number,618,65 and over,965.0,,,,
Population estimates from 1926,2010,92,2,Female,Number,1658,65 and over,2429.0,,,,
Population estimates from 1926,2010,93,1,Male,Number,435,65 and over,618.0,,,,
Population estimates from 1926,2010,93,2,Female,Number,1498,65 and over,1658.0,,,,
Population estimates from 1926,2010,94,1,Male,Number,416,65 and over,435.0,,,,
Population estimates from 1926,2010,94,2,Female,Number,1197,65 and over,1498.0,,,,
Population estimates from 1926,2010,95,1,Male,Number,286,65 and over,416.0,,,,
Population estimates from 1926,2010,95,2,Female,Number,886,65 and over,1197.0,,,,
Population estimates from 1926,2010,96,1,Male,Number,101,65 and over,286.0,,,,
Population estimates from 1926,2010,96,2,Female,Number,727,65 and over,886.0,,,,
Population estimates from 1926,2010,97,1,Male,Number,168,65 and over,101.0,,,,
Population estimates from 1926,2010,97,2,Female,Number,557,65 and over,727.0,,,,
Population estimates from 1926,2010,98,1,Male,Number,56,65 and over,168.0,,,,
Population estimates from 1926,2010,98,2,Female,Number,180,65 and over,557.0,,,,
Population estimates from 1926,2010,99,1,Male,Number,67,65 and over,56.0,,,,
Population estimates from 1926,2010,99,2,Female,Number,413,65 and over,180.0,,,,
Population estimates from 1926,2011,0,1,Male,Number,36880,0-14 years old,29235.0,,,,
Population estimates from 1926,2011,0,2,Female,Number,35572,0-14 years old,27396.0,,,,
Population estimates from 1926,2011,1,1,Male,Number,37202,0-14 years old,36880.0,,,,
Population estimates from 1926,2011,1,2,Female,Number,35391,0-14 years old,35572.0,,,,
Population estimates from 1926,2011,2,1,Male,Number,37148,0-14 years old,37202.0,,,,
Population estimates from 1926,2011,2,2,Female,Number,35358,0-14 years old,35391.0,,,,
Population estimates from 1926,2011,3,1,Male,Number,36341,0-14 years old,37148.0,,,,
Population estimates from 1926,2011,3,2,Female,Number,35053,0-14 years old,35358.0,,,,
Population estimates from 1926,2011,4,1,Male,Number,34394,0-14 years old,36341.0,,,,
Population estimates from 1926,2011,4,2,Female,Number,32700,0-14 years old,35053.0,,,,
Population estimates from 1926,2011,5,1,Male,Number,33087,0-14 years old,34394.0,,,,
Population estimates from 1926,2011,5,2,Female,Number,31619,0-14 years old,32700.0,,,,
Population estimates from 1926,2011,6,1,Male,Number,33427,0-14 years old,33087.0,,,,
Population estimates from 1926,2011,6,2,Female,Number,31327,0-14 years old,31619.0,,,,
Population estimates from 1926,2011,7,1,Male,Number,32709,0-14 years old,33427.0,,,,
Population estimates from 1926,2011,7,2,Female,Number,31502,0-14 years old,31327.0,,,,
Population estimates from 1926,2011,8,1,Male,Number,32466,0-14 years old,32709.0,,,,
Population estimates from 1926,2011,8,2,Female,Number,31115,0-14 years old,31502.0,,,,
Population estimates from 1926,2011,9,1,Male,Number,31788,0-14 years old,32466.0,,,,
Population estimates from 1926,2011,9,2,Female,Number,30598,0-14 years old,31115.0,,,,
Population estimates from 1926,2011,10,1,Male,Number,31399,0-14 years old,31788.0,,,,
Population estimates from 1926,2011,10,2,Female,Number,29782,0-14 years old,30598.0,,,,
Population estimates from 1926,2011,11,1,Male,Number,31011,0-14 years old,31399.0,,,,
Population estimates from 1926,2011,11,2,Female,Number,29576,0-14 years old,29782.0,,,,
Population estimates from 1926,2011,12,1,Male,Number,31285,0-14 years old,31011.0,,,,
Population estimates from 1926,2011,12,2,Female,Number,29641,0-14 years old,29576.0,,,,
Population estimates from 1926,2011,13,1,Male,Number,30615,0-14 years old,31285.0,,,,
Population estimates from 1926,2011,13,2,Female,Number,29068,0-14 years old,29641.0,,,,
Population estimates from 1926,2011,14,1,Male,Number,30175,0-14 years old,30615.0,,,,
Population estimates from 1926,2011,14,2,Female,Number,28487,0-14 years old,29068.0,,,,
Population estimates from 1926,2011,15,1,Male,Number,29203,15-24 years old,35094.0,,,,
Population estimates from 1926,2011,15,2,Female,Number,27523,15-24 years old,37215.0,,,,
Population estimates from 1926,2011,16,1,Male,Number,28509,15-24 years old,29203.0,,,,
Population estimates from 1926,2011,16,2,Female,Number,27234,15-24 years old,27523.0,,,,
Population estimates from 1926,2011,17,1,Male,Number,28411,15-24 years old,28509.0,,,,
Population estimates from 1926,2011,17,2,Female,Number,26917,15-24 years old,27234.0,,,,
Population estimates from 1926,2011,18,1,Male,Number,28918,15-24 years old,28411.0,,,,
Population estimates from 1926,2011,18,2,Female,Number,27372,15-24 years old,26917.0,,,,
Population estimates from 1926,2011,19,1,Male,Number,28640,15-24 years old,28918.0,,,,
Population estimates from 1926,2011,19,2,Female,Number,28313,15-24 years old,27372.0,,,,
Population estimates from 1926,2011,20,1,Male,Number,30279,15-24 years old,28640.0,,,,
Population estimates from 1926,2011,20,2,Female,Number,29183,15-24 years old,28313.0,,,,
Population estimates from 1926,2011,21,1,Male,Number,29073,15-24 years old,30279.0,,,,
Population estimates from 1926,2011,21,2,Female,Number,28878,15-24 years old,29183.0,,,,
Population estimates from 1926,2011,22,1,Male,Number,28830,15-24 years old,29073.0,,,,
Population estimates from 1926,2011,22,2,Female,Number,29127,15-24 years old,28878.0,,,,
Population estimates from 1926,2011,23,1,Male,Number,29631,15-24 years old,28830.0,,,,
Population estimates from 1926,2011,23,2,Female,Number,30656,15-24 years old,29127.0,,,,
Population estimates from 1926,2011,24,1,Male,Number,30813,15-24 years old,29631.0,,,,
Population estimates from 1926,2011,24,2,Female,Number,32101,15-24 years old,30656.0,,,,
Population estimates from 1926,2011,25,1,Male,Number,31826,25-44 years old,31279.0,,,,
Population estimates from 1926,2011,25,2,Female,Number,34012,25-44 years old,31265.0,,,,
Population estimates from 1926,2011,26,1,Male,Number,33274,25-44 years old,31826.0,,,,
Population estimates from 1926,2011,26,2,Female,Number,35343,25-44 years old,34012.0,,,,
Population estimates from 1926,2011,27,1,Male,Number,34573,25-44 years old,33274.0,,,,
Population estimates from 1926,2011,27,2,Female,Number,37554,25-44 years old,35343.0,,,,
Population estimates from 1926,2011,28,1,Male,Number,36958,25-44 years old,34573.0,,,,
Population estimates from 1926,2011,28,2,Female,Number,40007,25-44 years old,37554.0,,,,
Population estimates from 1926,2011,29,1,Male,Number,38482,25-44 years old,36958.0,,,,
Population estimates from 1926,2011,29,2,Female,Number,40848,25-44 years old,40007.0,,,,
Population estimates from 1926,2011,30,1,Male,Number,40684,25-44 years old,38482.0,,,,
Population estimates from 1926,2011,30,2,Female,Number,41934,25-44 years old,40848.0,,,,
Population estimates from 1926,2011,31,1,Male,Number,40636,25-44 years old,40684.0,,,,
Population estimates from 1926,2011,31,2,Female,Number,41108,25-44 years old,41934.0,,,,
Population estimates from 1926,2011,32,1,Male,Number,38599,25-44 years old,40636.0,,,,
Population estimates from 1926,2011,32,2,Female,Number,39986,25-44 years old,41108.0,,,,
Population estimates from 1926,2011,33,1,Male,Number,37595,25-44 years old,38599.0,,,,
Population estimates from 1926,2011,33,2,Female,Number,38229,25-44 years old,39986.0,,,,
Population estimates from 1926,2011,34,1,Male,Number,37339,25-44 years old,37595.0,,,,
Population estimates from 1926,2011,34,2,Female,Number,37257,25-44 years old,38229.0,,,,
Population estimates from 1926,2011,35,1,Male,Number,37084,25-44 years old,37339.0,,,,
Population estimates from 1926,2011,35,2,Female,Number,36942,25-44 years old,37257.0,,,,
Population estimates from 1926,2011,36,1,Male,Number,36962,25-44 years old,37084.0,,,,
Population estimates from 1926,2011,36,2,Female,Number,36795,25-44 years old,36942.0,,,,
Population estimates from 1926,2011,37,1,Male,Number,36213,25-44 years old,36962.0,,,,
Population estimates from 1926,2011,37,2,Female,Number,36119,25-44 years old,36795.0,,,,
Population estimates from 1926,2011,38,1,Male,Number,36259,25-44 years old,36213.0,,,,
Population estimates from 1926,2011,38,2,Female,Number,36115,25-44 years old,36119.0,,,,
Population estimates from 1926,2011,39,1,Male,Number,35409,25-44 years old,36259.0,,,,
Population estimates from 1926,2011,39,2,Female,Number,35191,25-44 years old,36115.0,,,,
Population estimates from 1926,2011,40,1,Male,Number,35284,25-44 years old,35409.0,,,,
Population estimates from 1926,2011,40,2,Female,Number,34789,25-44 years old,35191.0,,,,
Population estimates from 1926,2011,41,1,Male,Number,34326,25-44 years old,35284.0,,,,
Population estimates from 1926,2011,41,2,Female,Number,33870,25-44 years old,34789.0,,,,
Population estimates from 1926,2011,42,1,Male,Number,32698,25-44 years old,34326.0,,,,
Population estimates from 1926,2011,42,2,Female,Number,31751,25-44 years old,33870.0,,,,
Population estimates from 1926,2011,43,1,Male,Number,32091,25-44 years old,32698.0,,,,
Population estimates from 1926,2011,43,2,Female,Number,31722,25-44 years old,31751.0,,,,
Population estimates from 1926,2011,44,1,Male,Number,31528,25-44 years old,32091.0,,,,
Population estimates from 1926,2011,44,2,Female,Number,31275,25-44 years old,31722.0,,,,
Population estimates from 1926,2011,45,1,Male,Number,31211,45-64 years old,20278.0,,,,
Population estimates from 1926,2011,45,2,Female,Number,31238,45-64 years old,19800.0,,,,
Population estimates from 1926,2011,46,1,Male,Number,31213,45-64 years old,31211.0,,,,
Population estimates from 1926,2011,46,2,Female,Number,31716,45-64 years old,31238.0,,,,
Population estimates from 1926,2011,47,1,Male,Number,30336,45-64 years old,31213.0,,,,
Population estimates from 1926,2011,47,2,Female,Number,30823,45-64 years old,31716.0,,,,
Population estimates from 1926,2011,48,1,Male,Number,29649,45-64 years old,30336.0,,,,
Population estimates from 1926,2011,48,2,Female,Number,29944,45-64 years old,30823.0,,,,
Population estimates from 1926,2011,49,1,Male,Number,28846,45-64 years old,29649.0,,,,
Population estimates from 1926,2011,49,2,Female,Number,29134,45-64 years old,29944.0,,,,
Population estimates from 1926,2011,50,1,Male,Number,29163,45-64 years old,28846.0,,,,
Population estimates from 1926,2011,50,2,Female,Number,29193,45-64 years old,29134.0,,,,
Population estimates from 1926,2011,51,1,Male,Number,27865,45-64 years old,29163.0,,,,
Population estimates from 1926,2011,51,2,Female,Number,28140,45-64 years old,29193.0,,,,
Population estimates from 1926,2011,52,1,Male,Number,26980,45-64 years old,27865.0,,,,
Population estimates from 1926,2011,52,2,Female,Number,26919,45-64 years old,28140.0,,,,
Population estimates from 1926,2011,53,1,Male,Number,26480,45-64 years old,26980.0,,,,
Population estimates from 1926,2011,53,2,Female,Number,26831,45-64 years old,26919.0,,,,
Population estimates from 1926,2011,54,1,Male,Number,26174,45-64 years old,26480.0,,,,
Population estimates from 1926,2011,54,2,Female,Number,25992,45-64 years old,26831.0,,,,
Population estimates from 1926,2011,55,1,Male,Number,25231,45-64 years old,26174.0,,,,
Population estimates from 1926,2011,55,2,Female,Number,25307,45-64 years old,25992.0,,,,
Population estimates from 1926,2011,56,1,Male,Number,25035,45-64 years old,25231.0,,,,
Population estimates from 1926,2011,56,2,Female,Number,25209,45-64 years old,25307.0,,,,
Population estimates from 1926,2011,57,1,Male,Number,24181,45-64 years old,25035.0,,,,
Population estimates from 1926,2011,57,2,Female,Number,24042,45-64 years old,25209.0,,,,
Population estimates from 1926,2011,58,1,Male,Number,24223,45-64 years old,24181.0,,,,
Population estimates from 1926,2011,58,2,Female,Number,24204,45-64 years old,24042.0,,,,
Population estimates from 1926,2011,59,1,Male,Number,23130,45-64 years old,24223.0,,,,
Population estimates from 1926,2011,59,2,Female,Number,22818,45-64 years old,24204.0,,,,
Population estimates from 1926,2011,60,1,Male,Number,22775,45-64 years old,23130.0,,,,
Population estimates from 1926,2011,60,2,Female,Number,22321,45-64 years old,22818.0,,,,
Population estimates from 1926,2011,61,1,Male,Number,22069,45-64 years old,22775.0,,,,
Population estimates from 1926,2011,61,2,Female,Number,22315,45-64 years old,22321.0,,,,
Population estimates from 1926,2011,62,1,Male,Number,21946,45-64 years old,22069.0,,,,
Population estimates from 1926,2011,62,2,Female,Number,21773,45-64 years old,22315.0,,,,
Population estimates from 1926,2011,63,1,Male,Number,21562,45-64 years old,21946.0,,,,
Population estimates from 1926,2011,63,2,Female,Number,21270,45-64 years old,21773.0,,,,
Population estimates from 1926,2011,64,1,Male,Number,20808,45-64 years old,21562.0,,,,
Population estimates from 1926,2011,64,2,Female,Number,20265,45-64 years old,21270.0,,,,
Population estimates from 1926,2011,65,1,Male,Number,19860,65 and over,67.0,,,,
Population estimates from 1926,2011,65,2,Female,Number,19698,65 and over,413.0,,,,
Population estimates from 1926,2011,66,1,Male,Number,18066,65 and over,19860.0,,,,
Population estimates from 1926,2011,66,2,Female,Number,18183,65 and over,19698.0,,,,
Population estimates from 1926,2011,67,1,Male,Number,17137,65 and over,18066.0,,,,
Population estimates from 1926,2011,67,2,Female,Number,17249,65 and over,18183.0,,,,
Population estimates from 1926,2011,68,1,Male,Number,15977,65 and over,17137.0,,,,
Population estimates from 1926,2011,68,2,Female,Number,16487,65 and over,17249.0,,,,
Population estimates from 1926,2011,69,1,Male,Number,14571,65 and over,15977.0,,,,
Population estimates from 1926,2011,69,2,Female,Number,14843,65 and over,16487.0,,,,
Population estimates from 1926,2011,70,1,Male,Number,13709,65 and over,14571.0,,,,
Population estimates from 1926,2011,70,2,Female,Number,14195,65 and over,14843.0,,,,
Population estimates from 1926,2011,71,1,Male,Number,13431,65 and over,13709.0,,,,
Population estimates from 1926,2011,71,2,Female,Number,14148,65 and over,14195.0,,,,
Population estimates from 1926,2011,72,1,Male,Number,12712,65 and over,13431.0,,,,
Population estimates from 1926,2011,72,2,Female,Number,13581,65 and over,14148.0,,,,
Population estimates from 1926,2011,73,1,Male,Number,11676,65 and over,12712.0,,,,
Population estimates from 1926,2011,73,2,Female,Number,12770,65 and over,13581.0,,,,
Population estimates from 1926,2011,74,1,Male,Number,11406,65 and over,11676.0,,,,
Population estimates from 1926,2011,74,2,Female,Number,12499,65 and over,12770.0,,,,
Population estimates from 1926,2011,75,1,Male,Number,10700,65 and over,11406.0,,,,
Population estimates from 1926,2011,75,2,Female,Number,12195,65 and over,12499.0,,,,
Population estimates from 1926,2011,76,1,Male,Number,9961,65 and over,10700.0,,,,
Population estimates from 1926,2011,76,2,Female,Number,11639,65 and over,12195.0,,,,
Population estimates from 1926,2011,77,1,Male,Number,9381,65 and over,9961.0,,,,
Population estimates from 1926,2011,77,2,Female,Number,11125,65 and over,11639.0,,,,
Population estimates from 1926,2011,78,1,Male,Number,8458,65 and over,9381.0,,,,
Population estimates from 1926,2011,78,2,Female,Number,10276,65 and over,11125.0,,,,
Population estimates from 1926,2011,79,1,Male,Number,7844,65 and over,8458.0,,,,
Population estimates from 1926,2011,79,2,Female,Number,9787,65 and over,10276.0,,,,
Population estimates from 1926,2011,80,1,Male,Number,7331,65 and over,7844.0,,,,
Population estimates from 1926,2011,80,2,Female,Number,9536,65 and over,9787.0,,,,
Population estimates from 1926,2011,81,1,Male,Number,6332,65 and over,7331.0,,,,
Population estimates from 1926,2011,81,2,Female,Number,8902,65 and over,9536.0,,,,
Population estimates from 1926,2011,82,1,Male,Number,5555,65 and over,6332.0,,,,
Population estimates from 1926,2011,82,2,Female,Number,8261,65 and over,8902.0,,,,
Population estimates from 1926,2011,83,1,Male,Number,4746,65 and over,5555.0,,,,
Population estimates from 1926,2011,83,2,Female,Number,7577,65 and over,8261.0,,,,
Population estimates from 1926,2011,84,1,Male,Number,4304,65 and over,4746.0,,,,
Population estimates from 1926,2011,84,2,Female,Number,7213,65 and over,7577.0,,,,
Population estimates from 1926,2011,85,1,Male,Number,3756,65 and over,4304.0,,,,
Population estimates from 1926,2011,85,2,Female,Number,6475,65 and over,7213.0,,,,
Population estimates from 1926,2011,86,1,Male,Number,3251,65 and over,3756.0,,,,
Population estimates from 1926,2011,86,2,Female,Number,5976,65 and over,6475.0,,,,
Population estimates from 1926,2011,87,1,Male,Number,2637,65 and over,3251.0,,,,
Population estimates from 1926,2011,87,2,Female,Number,5313,65 and over,5976.0,,,,
Population estimates from 1926,2011,88,1,Male,Number,2188,65 and over,2637.0,,,,
Population estimates from 1926,2011,88,2,Female,Number,4635,65 and over,5313.0,,,,
Population estimates from 1926,2011,89,1,Male,Number,1713,65 and over,2188.0,,,,
Population estimates from 1926,2011,89,2,Female,Number,3826,65 and over,4635.0,,,,
Population estimates from 1926,2011,90,1,Male,Number,1403,65 and over,1713.0,,,,
Population estimates from 1926,2011,90,2,Female,Number,3304,65 and over,3826.0,,,,
Population estimates from 1926,2011,91,1,Male,Number,1117,65 and over,1403.0,,,,
Population estimates from 1926,2011,91,2,Female,Number,2725,65 and over,3304.0,,,,
Population estimates from 1926,2011,92,1,Male,Number,759,65 and over,1117.0,,,,
Population estimates from 1926,2011,92,2,Female,Number,1994,65 and over,2725.0,,,,
Population estimates from 1926,2011,93,1,Male,Number,475,65 and over,759.0,,,,
Population estimates from 1926,2011,93,2,Female,Number,1449,65 and over,1994.0,,,,
Population estimates from 1926,2011,94,1,Male,Number,385,65 and over,475.0,,,,
Population estimates from 1926,2011,94,2,Female,Number,1219,65 and over,1449.0,,,,
Population estimates from 1926,2011,95,1,Male,Number,271,65 and over,385.0,,,,
Population estimates from 1926,2011,95,2,Female,Number,892,65 and over,1219.0,,,,
Population estimates from 1926,2011,96,1,Male,Number,178,65 and over,271.0,,,,
Population estimates from 1926,2011,96,2,Female,Number,632,65 and over,892.0,,,,
Population estimates from 1926,2011,97,1,Male,Number,116,65 and over,178.0,,,,
Population estimates from 1926,2011,97,2,Female,Number,519,65 and over,632.0,,,,
Population estimates from 1926,2011,98,1,Male,Number,64,65 and over,116.0,,,,
Population estimates from 1926,2011,98,2,Female,Number,317,65 and over,519.0,,,,
Population estimates from 1926,2011,99,1,Male,Number,105,65 and over,64.0,,,,
Population estimates from 1926,2011,99,2,Female,Number,548,65 and over,317.0,,,,
Population estimates from 1926,2012,0,1,Male,Number,37255,0-14 years old,30175.0,,,,
Population estimates from 1926,2012,0,2,Female,Number,35428,0-14 years old,28487.0,,,,
Population estimates from 1926,2012,1,1,Male,Number,36333,0-14 years old,37255.0,,,,
Population estimates from 1926,2012,1,2,Female,Number,35202,0-14 years old,35428.0,,,,
Population estimates from 1926,2012,2,1,Male,Number,36641,0-14 years old,36333.0,,,,
Population estimates from 1926,2012,2,2,Female,Number,35039,0-14 years old,35202.0,,,,
Population estimates from 1926,2012,3,1,Male,Number,36665,0-14 years old,36641.0,,,,
Population estimates from 1926,2012,3,2,Female,Number,35060,0-14 years old,35039.0,,,,
Population estimates from 1926,2012,4,1,Male,Number,35836,0-14 years old,36665.0,,,,
Population estimates from 1926,2012,4,2,Female,Number,34695,0-14 years old,35060.0,,,,
Population estimates from 1926,2012,5,1,Male,Number,34343,0-14 years old,35836.0,,,,
Population estimates from 1926,2012,5,2,Female,Number,32956,0-14 years old,34695.0,,,,
Population estimates from 1926,2012,6,1,Male,Number,33198,0-14 years old,34343.0,,,,
Population estimates from 1926,2012,6,2,Female,Number,31833,0-14 years old,32956.0,,,,
Population estimates from 1926,2012,7,1,Male,Number,33516,0-14 years old,33198.0,,,,
Population estimates from 1926,2012,7,2,Female,Number,31438,0-14 years old,31833.0,,,,
Population estimates from 1926,2012,8,1,Male,Number,32787,0-14 years old,33516.0,,,,
Population estimates from 1926,2012,8,2,Female,Number,31558,0-14 years old,31438.0,,,,
Population estimates from 1926,2012,9,1,Male,Number,32534,0-14 years old,32787.0,,,,
Population estimates from 1926,2012,9,2,Female,Number,31169,0-14 years old,31558.0,,,,
Population estimates from 1926,2012,10,1,Male,Number,31831,0-14 years old,32534.0,,,,
Population estimates from 1926,2012,10,2,Female,Number,30518,0-14 years old,31169.0,,,,
Population estimates from 1926,2012,11,1,Male,Number,31427,0-14 years old,31831.0,,,,
Population estimates from 1926,2012,11,2,Female,Number,29730,0-14 years old,30518.0,,,,
Population estimates from 1926,2012,12,1,Male,Number,31045,0-14 years old,31427.0,,,,
Population estimates from 1926,2012,12,2,Female,Number,29473,0-14 years old,29730.0,,,,
Population estimates from 1926,2012,13,1,Male,Number,31314,0-14 years old,31045.0,,,,
Population estimates from 1926,2012,13,2,Female,Number,29559,0-14 years old,29473.0,,,,
Population estimates from 1926,2012,14,1,Male,Number,30652,0-14 years old,31314.0,,,,
Population estimates from 1926,2012,14,2,Female,Number,28991,0-14 years old,29559.0,,,,
Population estimates from 1926,2012,15,1,Male,Number,30017,15-24 years old,30813.0,,,,
Population estimates from 1926,2012,15,2,Female,Number,28368,15-24 years old,32101.0,,,,
Population estimates from 1926,2012,16,1,Male,Number,28900,15-24 years old,30017.0,,,,
Population estimates from 1926,2012,16,2,Female,Number,27313,15-24 years old,28368.0,,,,
Population estimates from 1926,2012,17,1,Male,Number,28252,15-24 years old,28900.0,,,,
Population estimates from 1926,2012,17,2,Female,Number,27089,15-24 years old,27313.0,,,,
Population estimates from 1926,2012,18,1,Male,Number,28241,15-24 years old,28252.0,,,,
Population estimates from 1926,2012,18,2,Female,Number,26847,15-24 years old,27089.0,,,,
Population estimates from 1926,2012,19,1,Male,Number,28919,15-24 years old,28241.0,,,,
Population estimates from 1926,2012,19,2,Female,Number,27537,15-24 years old,26847.0,,,,
Population estimates from 1926,2012,20,1,Male,Number,27794,15-24 years old,28919.0,,,,
Population estimates from 1926,2012,20,2,Female,Number,27786,15-24 years old,27537.0,,,,
Population estimates from 1926,2012,21,1,Male,Number,28907,15-24 years old,27794.0,,,,
Population estimates from 1926,2012,21,2,Female,Number,28309,15-24 years old,27786.0,,,,
Population estimates from 1926,2012,22,1,Male,Number,28121,15-24 years old,28907.0,,,,
Population estimates from 1926,2012,22,2,Female,Number,28325,15-24 years old,28309.0,,,,
Population estimates from 1926,2012,23,1,Male,Number,27882,15-24 years old,28121.0,,,,
Population estimates from 1926,2012,23,2,Female,Number,28796,15-24 years old,28325.0,,,,
Population estimates from 1926,2012,24,1,Male,Number,28806,15-24 years old,27882.0,,,,
Population estimates from 1926,2012,24,2,Female,Number,30342,15-24 years old,28796.0,,,,
Population estimates from 1926,2012,25,1,Male,Number,30160,25-44 years old,31528.0,,,,
Population estimates from 1926,2012,25,2,Female,Number,31992,25-44 years old,31275.0,,,,
Population estimates from 1926,2012,26,1,Male,Number,31164,25-44 years old,30160.0,,,,
Population estimates from 1926,2012,26,2,Female,Number,33928,25-44 years old,31992.0,,,,
Population estimates from 1926,2012,27,1,Male,Number,32549,25-44 years old,31164.0,,,,
Population estimates from 1926,2012,27,2,Female,Number,35315,25-44 years old,33928.0,,,,
Population estimates from 1926,2012,28,1,Male,Number,33749,25-44 years old,32549.0,,,,
Population estimates from 1926,2012,28,2,Female,Number,37232,25-44 years old,35315.0,,,,
Population estimates from 1926,2012,29,1,Male,Number,35785,25-44 years old,33749.0,,,,
Population estimates from 1926,2012,29,2,Female,Number,39603,25-44 years old,37232.0,,,,
Population estimates from 1926,2012,30,1,Male,Number,37827,25-44 years old,35785.0,,,,
Population estimates from 1926,2012,30,2,Female,Number,40594,25-44 years old,39603.0,,,,
Population estimates from 1926,2012,31,1,Male,Number,40156,25-44 years old,37827.0,,,,
Population estimates from 1926,2012,31,2,Female,Number,41615,25-44 years old,40594.0,,,,
Population estimates from 1926,2012,32,1,Male,Number,40080,25-44 years old,40156.0,,,,
Population estimates from 1926,2012,32,2,Female,Number,40857,25-44 years old,41615.0,,,,
Population estimates from 1926,2012,33,1,Male,Number,38082,25-44 years old,40080.0,,,,
Population estimates from 1926,2012,33,2,Female,Number,39660,25-44 years old,40857.0,,,,
Population estimates from 1926,2012,34,1,Male,Number,37116,25-44 years old,38082.0,,,,
Population estimates from 1926,2012,34,2,Female,Number,38034,25-44 years old,39660.0,,,,
Population estimates from 1926,2012,35,1,Male,Number,37037,25-44 years old,37116.0,,,,
Population estimates from 1926,2012,35,2,Female,Number,37147,25-44 years old,38034.0,,,,
Population estimates from 1926,2012,36,1,Male,Number,36871,25-44 years old,37037.0,,,,
Population estimates from 1926,2012,36,2,Female,Number,36828,25-44 years old,37147.0,,,,
Population estimates from 1926,2012,37,1,Male,Number,36621,25-44 years old,36871.0,,,,
Population estimates from 1926,2012,37,2,Female,Number,36850,25-44 years old,36828.0,,,,
Population estimates from 1926,2012,38,1,Male,Number,35882,25-44 years old,36621.0,,,,
Population estimates from 1926,2012,38,2,Female,Number,36029,25-44 years old,36850.0,,,,
Population estimates from 1926,2012,39,1,Male,Number,35883,25-44 years old,35882.0,,,,
Population estimates from 1926,2012,39,2,Female,Number,36039,25-44 years old,36029.0,,,,
Population estimates from 1926,2012,40,1,Male,Number,35070,25-44 years old,35883.0,,,,
Population estimates from 1926,2012,40,2,Female,Number,35048,25-44 years old,36039.0,,,,
Population estimates from 1926,2012,41,1,Male,Number,34900,25-44 years old,35070.0,,,,
