STATISTIC Label,Year,Single Year of Age,C02199V02655,Sex,UNIT,VALUE,Age Group
Population estimates from 1926,2009,23,1,Male,Number,37719,15-24 years old
Population estimates from 1926,2009,23,2,Female,Number,39050,15-24 years old
Population estimates from 1926,2009,24,1,Male,Number,38177,15-24 years old
Population estimates from 1926,2009,24,2,Female,Number,40088,15-24 years old
Population estimates from 1926,2009,25,1,Male,Number,37838,25-44 years old
Population estimates from 1926,2009,25,2,Female,Number,39976,25-44 years old
Population estimates from 1926,2009,26,1,Male,Number,39102,25-44 years old
Population estimates from 1926,2009,26,2,Female,Number,40022,25-44 years old
Population estimates from 1926,2009,27,1,Male,Number,39120,25-44 years old
Population estimates from 1926,2009,27,2,Female,Number,40023,25-44 years old
Population estimates from 1926,2009,28,1,Male,Number,40883,25-44 years old
Population estimates from 1926,2009,28,2,Female,Number,41190,25-44 years old
Population estimates from 1926,2009,29,1,Male,Number,41500,25-44 years old
Population estimates from 1926,2009,29,2,Female,Number,40901,25-44 years old
Population estimates from 1926,2009,30,1,Male,Number,39259,25-44 years old
Population estimates from 1926,2009,30,2,Female,Number,39332,25-44 years old
Population estimates from 1926,2009,31,1,Male,Number,37471,25-44 years old
Population estimates from 1926,2009,31,2,Female,Number,37420,25-44 years old
Population estimates from 1926,2009,32,1,Male,Number,36871,25-44 years old
Population estimates from 1926,2009,32,2,Female,Number,36893,25-44 years old
Population estimates from 1926,2009,33,1,Male,Number,37046,25-44 years old
Population estimates from 1926,2009,33,2,Female,Number,36501,25-44 years old
Population estimates from 1926,2009,34,1,Male,Number,37419,25-44 years old
Population estimates from 1926,2009,34,2,Female,Number,36276,25-44 years old
Population estimates from 1926,2009,35,1,Male,Number,36725,25-44 years old
Population estimates from 1926,2009,35,2,Female,Number,36248,25-44 years old
Population estimates from 1926,2009,36,1,Male,Number,36600,25-44 years old
Population estimates from 1926,2009,36,2,Female,Number,36407,25-44 years old
Population estimates from 1926,2009,37,1,Male,Number,35843,25-44 years old
Population estimates from 1926,2009,37,2,Female,Number,35267,25-44 years old
Population estimates from 1926,2009,38,1,Male,Number,35945,25-44 years old
Population estimates from 1926,2009,38,2,Female,Number,34653,25-44 years old
Population estimates from 1926,2009,39,1,Male,Number,35198,25-44 years old
Population estimates from 1926,2009,39,2,Female,Number,33460,25-44 years old
Population estimates from 1926,2009,40,1,Male,Number,33056,25-44 years old
Population estimates from 1926,2009,40,2,Female,Number,31662,25-44 years old
Population estimates from 1926,2009,41,1,Male,Number,31849,25-44 years old
Population estimates from 1926,2009,41,2,Female,Number,31512,25-44 years old
Population estimates from 1926,2009,42,1,Male,Number,31757,25-44 years old
Population estimates from 1926,2009,42,2,Female,Number,31222,25-44 years old
Population estimates from 1926,2009,43,1,Male,Number,31627,25-44 years old
Population estimates from 1926,2009,43,2,Female,Number,31365,25-44 years old
Population estimates from 1926,2009,44,1,Male,Number,31163,25-44 years old
Population estimates from 1926,2009,44,2,Female,Number,31507,25-44 years old
Population estimates from 1926,2009,45,1,Male,Number,30780,45-64 years old
Population estimates from 1926,2009,45,2,Female,Number,30694,45-64 years old
Population estimates from 1926,2009,46,1,Male,Number,30340,45-64 years old
Population estimates from 1926,2009,46,2,Female,Number,30241,45-64 years old
Population estimates from 1926,2009,47,1,Male,Number,29272,45-64 years old
Population estimates from 1926,2009,47,2,Female,Number,29089,45-64 years old
Population estimates from 1926,2009,48,1,Male,Number,29247,45-64 years old
Population estimates from 1926,2009,48,2,Female,Number,29164,45-64 years old
Population estimates from 1926,2009,49,1,Male,Number,28282,45-64 years old
Population estimates from 1926,2009,49,2,Female,Number,28476,45-64 years old
Population estimates from 1926,2009,50,1,Male,Number,27322,45-64 years old
Population estimates from 1926,2009,50,2,Female,Number,26824,45-64 years old
Population estimates from 1926,2009,51,1,Male,Number,26831,45-64 years old
Population estimates from 1926,2009,51,2,Female,Number,26552,45-64 years old
Population estimates from 1926,2009,52,1,Male,Number,26631,45-64 years old
Population estimates from 1926,2009,52,2,Female,Number,26329,45-64 years old
Population estimates from 1926,2009,53,1,Male,Number,25513,45-64 years old
Population estimates from 1926,2009,53,2,Female,Number,25697,45-64 years old
Population estimates from 1926,2009,54,1,Male,Number,25323,45-64 years old
Population estimates from 1926,2009,54,2,Female,Number,25287,45-64 years old
Population estimates from 1926,2009,55,1,Male,Number,24522,45-64 years old
Population estimates from 1926,2009,55,2,Female,Number,24252,45-64 years old
Population estimates from 1926,2009,56,1,Male,Number,24659,45-64 years old
Population estimates from 1926,2009,56,2,Female,Number,24261,45-64 years old
Population estimates from 1926,2009,57,1,Male,Number,23632,45-64 years old
Population estimates from 1926,2009,57,2,Female,Number,23114,45-64 years old
Population estimates from 1926,2009,58,1,Male,Number,23209,45-64 years old
Population estimates from 1926,2009,58,2,Female,Number,22733,45-64 years old
Population estimates from 1926,2009,59,1,Male,Number,22670,45-64 years old
Population estimates from 1926,2009,59,2,Female,Number,22687,45-64 years old
Population estimates from 1926,2009,60,1,Male,Number,22303,45-64 years old
Population estimates from 1926,2009,60,2,Female,Number,22101,45-64 years old
Population estimates from 1926,2009,61,1,Male,Number,21936,45-64 years old
Population estimates from 1926,2009,61,2,Female,Number,21427,45-64 years old
Population estimates from 1926,2009,62,1,Male,Number,21400,45-64 years old
Population estimates from 1926,2009,62,2,Female,Number,20745,45-64 years old
Population estimates from 1926,2009,63,1,Male,Number,20504,45-64 years old
Population estimates from 1926,2009,63,2,Female,Number,20116,45-64 years old
Population estimates from 1926,2009,64,1,Male,Number,18793,45-64 years old
Population estimates from 1926,2009,64,2,Female,Number,18383,45-64 years old
Population estimates from 1926,2009,65,1,Male,Number,17735,65 and over
Population estimates from 1926,2009,65,2,Female,Number,17540,65 and over
Population estimates from 1926,2009,66,1,Male,Number,16540,65 and over
Population estimates from 1926,2009,66,2,Female,Number,16886,65 and over
Population estimates from 1926,2009,67,1,Male,Number,15192,65 and over
Population estimates from 1926,2009,67,2,Female,Number,15128,65 and over
Population estimates from 1926,2009,68,1,Male,Number,14441,65 and over
Population estimates from 1926,2009,68,2,Female,Number,14523,65 and over
Population estimates from 1926,2009,69,1,Male,Number,14117,65 and over
Population estimates from 1926,2009,69,2,Female,Number,14529,65 and over
Population estimates from 1926,2009,70,1,Male,Number,13290,65 and over
Population estimates from 1926,2009,70,2,Female,Number,13998,65 and over
Population estimates from 1926,2009,71,1,Male,Number,12522,65 and over
Population estimates from 1926,2009,71,2,Female,Number,13032,65 and over
Population estimates from 1926,2009,72,1,Male,Number,12103,65 and over
Population estimates from 1926,2009,72,2,Female,Number,12896,65 and over
Population estimates from 1926,2009,73,1,Male,Number,11206,65 and over
Population estimates from 1926,2009,73,2,Female,Number,12685,65 and over
Population estimates from 1926,2009,74,1,Male,Number,10670,65 and over
Population estimates from 1926,2009,74,2,Female,Number,12175,65 and over
Population estimates from 1926,2009,75,1,Male,Number,10102,65 and over
Population estimates from 1926,2009,75,2,Female,Number,11606,65 and over
Population estimates from 1926,2009,76,1,Male,Number,9443,65 and over
Population estimates from 1926,2009,76,2,Female,Number,10820,65 and over
Population estimates from 1926,2009,77,1,Male,Number,8815,65 and over
Population estimates from 1926,2009,77,2,Female,Number,10517,65 and over
Population estimates from 1926,2009,78,1,Male,Number,8052,65 and over
Population estimates from 1926,2009,78,2,Female,Number,10193,65 and over
Population estimates from 1926,2009,79,1,Male,Number,7465,65 and over
Population estimates from 1926,2009,79,2,Female,Number,9773,65 and over
Population estimates from 1926,2009,80,1,Male,Number,6718,65 and over
Population estimates from 1926,2009,80,2,Female,Number,9075,65 and over
Population estimates from 1926,2009,81,1,Male,Number,5592,65 and over
Population estimates from 1926,2009,81,2,Female,Number,8281,65 and over
Population estimates from 1926,2009,82,1,Male,Number,5075,65 and over
Population estimates from 1926,2009,82,2,Female,Number,8235,65 and over
Population estimates from 1926,2009,83,1,Male,Number,4725,65 and over
Population estimates from 1926,2009,83,2,Female,Number,7855,65 and over
Population estimates from 1926,2009,84,1,Male,Number,4225,65 and over
Population estimates from 1926,2009,84,2,Female,Number,7153,65 and over
Population estimates from 1926,2009,85,1,Male,Number,3495,65 and over
Population estimates from 1926,2009,85,2,Female,Number,6204,65 and over
Population estimates from 1926,2009,86,1,Male,Number,3075,65 and over
Population estimates from 1926,2009,86,2,Female,Number,5770,65 and over
Population estimates from 1926,2009,87,1,Male,Number,2386,65 and over
Population estimates from 1926,2009,87,2,Female,Number,4991,65 and over
Population estimates from 1926,2009,88,1,Male,Number,2034,65 and over
Population estimates from 1926,2009,88,2,Female,Number,4281,65 and over
Population estimates from 1926,2009,89,1,Male,Number,1693,65 and over
Population estimates from 1926,2009,89,2,Female,Number,3797,65 and over
Population estimates from 1926,2009,90,1,Male,Number,1222,65 and over
Population estimates from 1926,2009,90,2,Female,Number,2990,65 and over
Population estimates from 1926,2009,91,1,Male,Number,816,65 and over
Population estimates from 1926,2009,91,2,Female,Number,2022,65 and over
Population estimates from 1926,2009,92,1,Male,Number,582,65 and over
Population estimates from 1926,2009,92,2,Female,Number,1731,65 and over
Population estimates from 1926,2009,93,1,Male,Number,497,65 and over
Population estimates from 1926,2009,93,2,Female,Number,1467,65 and over
Population estimates from 1926,2009,94,1,Male,Number,415,65 and over
Population estimates from 1926,2009,94,2,Female,Number,1222,65 and over
Population estimates from 1926,2009,95,1,Male,Number,204,65 and over
Population estimates from 1926,2009,95,2,Female,Number,953,65 and over
Population estimates from 1926,2009,96,1,Male,Number,153,65 and over
Population estimates from 1926,2009,96,2,Female,Number,752,65 and over
Population estimates from 1926,2009,97,1,Male,Number,146,65 and over
Population estimates from 1926,2009,97,2,Female,Number,389,65 and over
Population estimates from 1926,2009,98,1,Male,Number,36,65 and over
Population estimates from 1926,2009,98,2,Female,Number,195,65 and over
Population estimates from 1926,2009,99,1,Male,Number,64,65 and over
Population estimates from 1926,2009,99,2,Female,Number,392,65 and over
Population estimates from 1926,2010,0,1,Male,Number,38480,0-14 years old
Population estimates from 1926,2010,0,2,Female,Number,36467,0-14 years old
Population estimates from 1926,2010,1,1,Male,Number,36671,0-14 years old
Population estimates from 1926,2010,1,2,Female,Number,34968,0-14 years old
Population estimates from 1926,2010,2,1,Male,Number,36378,0-14 years old
Population estimates from 1926,2010,2,2,Female,Number,35063,0-14 years old
Population estimates from 1926,2010,3,1,Male,Number,34004,0-14 years old
Population estimates from 1926,2010,3,2,Female,Number,32536,0-14 years old
Population estimates from 1926,2010,4,1,Male,Number,32031,0-14 years old
Population estimates from 1926,2010,4,2,Female,Number,30386,0-14 years old
Population estimates from 1926,2010,5,1,Male,Number,32645,0-14 years old
Population estimates from 1926,2010,5,2,Female,Number,30771,0-14 years old
Population estimates from 1926,2010,6,1,Male,Number,33037,0-14 years old
Population estimates from 1926,2010,6,2,Female,Number,31306,0-14 years old
Population estimates from 1926,2010,7,1,Male,Number,32261,0-14 years old
Population estimates from 1926,2010,7,2,Female,Number,31232,0-14 years old
Population estimates from 1926,2010,8,1,Male,Number,31773,0-14 years old
Population estimates from 1926,2010,8,2,Female,Number,30724,0-14 years old
Population estimates from 1926,2010,9,1,Male,Number,31128,0-14 years old
Population estimates from 1926,2010,9,2,Female,Number,29735,0-14 years old
Population estimates from 1926,2010,10,1,Male,Number,31201,0-14 years old
Population estimates from 1926,2010,10,2,Female,Number,29583,0-14 years old
Population estimates from 1926,2010,11,1,Male,Number,31005,0-14 years old
Population estimates from 1926,2010,11,2,Female,Number,29499,0-14 years old
Population estimates from 1926,2010,12,1,Male,Number,30517,0-14 years old
Population estimates from 1926,2010,12,2,Female,Number,28983,0-14 years old
Population estimates from 1926,2010,13,1,Male,Number,30121,0-14 years old
Population estimates from 1926,2010,13,2,Female,Number,28569,0-14 years old
Population estimates from 1926,2010,14,1,Male,Number,29235,0-14 years old
Population estimates from 1926,2010,14,2,Female,Number,27396,0-14 years old
Population estimates from 1926,2010,15,1,Male,Number,28801,15-24 years old
Population estimates from 1926,2010,15,2,Female,Number,27279,15-24 years old
Population estimates from 1926,2010,16,1,Male,Number,28914,15-24 years old
Population estimates from 1926,2010,16,2,Female,Number,27200,15-24 years old
Population estimates from 1926,2010,17,1,Male,Number,29926,15-24 years old
Population estimates from 1926,2010,17,2,Female,Number,27847,15-24 years old
Population estimates from 1926,2010,18,1,Male,Number,29952,15-24 years old
Population estimates from 1926,2010,18,2,Female,Number,29285,15-24 years old
Population estimates from 1926,2010,19,1,Male,Number,30154,15-24 years old
Population estimates from 1926,2010,19,2,Female,Number,30066,15-24 years old
Population estimates from 1926,2010,20,1,Male,Number,29940,15-24 years old
Population estimates from 1926,2010,20,2,Female,Number,30458,15-24 years old
Population estimates from 1926,2010,21,1,Male,Number,29765,15-24 years old
Population estimates from 1926,2010,21,2,Female,Number,31066,15-24 years old
Population estimates from 1926,2010,22,1,Male,Number,31390,15-24 years old
Population estimates from 1926,2010,22,2,Female,Number,32863,15-24 years old
Population estimates from 1926,2010,23,1,Male,Number,33884,15-24 years old
Population estimates from 1926,2010,23,2,Female,Number,34646,15-24 years old
Population estimates from 1926,2010,24,1,Male,Number,35094,15-24 years old
Population estimates from 1926,2010,24,2,Female,Number,37215,15-24 years old
Population estimates from 1926,2010,25,1,Male,Number,34983,25-44 years old
Population estimates from 1926,2010,25,2,Female,Number,37153,25-44 years old
Population estimates from 1926,2010,26,1,Male,Number,35647,25-44 years old
Population estimates from 1926,2010,26,2,Female,Number,37884,25-44 years old
Population estimates from 1926,2010,27,1,Male,Number,37294,25-44 years old
Population estimates from 1926,2010,27,2,Female,Number,39100,25-44 years old
Population estimates from 1926,2010,28,1,Male,Number,37720,25-44 years old
Population estimates from 1926,2010,28,2,Female,Number,40106,25-44 years old
Population estimates from 1926,2010,29,1,Male,Number,40439,25-44 years old
Population estimates from 1926,2010,29,2,Female,Number,41319,25-44 years old
Population estimates from 1926,2010,30,1,Male,Number,40698,25-44 years old
Population estimates from 1926,2010,30,2,Female,Number,40970,25-44 years old
Population estimates from 1926,2010,31,1,Male,Number,38300,25-44 years old
Population estimates from 1926,2010,31,2,Female,Number,39132,25-44 years old
Population estimates from 1926,2010,32,1,Male,Number,36964,25-44 years old
Population estimates from 1926,2010,32,2,Female,Number,37774,25-44 years old
Population estimates from 1926,2010,33,1,Male,Number,36799,25-44 years old
Population estimates from 1926,2010,33,2,Female,Number,37014,25-44 years old
Population estimates from 1926,2010,34,1,Male,Number,37054,25-44 years old
Population estimates from 1926,2010,34,2,Female,Number,36505,25-44 years old
Population estimates from 1926,2010,35,1,Male,Number,37156,25-44 years old
Population estimates from 1926,2010,35,2,Female,Number,36444,25-44 years old
Population estimates from 1926,2010,36,1,Male,Number,36311,25-44 years old
Population estimates from 1926,2010,36,2,Female,Number,36394,25-44 years old
Population estimates from 1926,2010,37,1,Male,Number,36285,25-44 years old
Population estimates from 1926,2010,37,2,Female,Number,36075,25-44 years old
Population estimates from 1926,2010,38,1,Male,Number,35643,25-44 years old
Population estimates from 1926,2010,38,2,Female,Number,35209,25-44 years old
Population estimates from 1926,2010,39,1,Male,Number,35588,25-44 years old
Population estimates from 1926,2010,39,2,Female,Number,34573,25-44 years old
Population estimates from 1926,2010,40,1,Male,Number,34817,25-44 years old
Population estimates from 1926,2010,40,2,Female,Number,33587,25-44 years old
Population estimates from 1926,2010,41,1,Male,Number,32523,25-44 years old
Population estimates from 1926,2010,41,2,Female,Number,31840,25-44 years old
Population estimates from 1926,2010,42,1,Male,Number,31815,25-44 years old
Population estimates from 1926,2010,42,2,Female,Number,31440,25-44 years old
Population estimates from 1926,2010,43,1,Male,Number,31776,25-44 years old
Population estimates from 1926,2010,43,2,Female,Number,31445,25-44 years old
Population estimates from 1926,2010,44,1,Male,Number,31279,25-44 years old
Population estimates from 1926,2010,44,2,Female,Number,31265,25-44 years old
Population estimates from 1926,2010,45,1,Male,Number,31043,45-64 years old
Population estimates from 1926,2010,45,2,Female,Number,31595,45-64 years old
Population estimates from 1926,2010,46,1,Male,Number,30857,45-64 years old
Population estimates from 1926,2010,46,2,Female,Number,30911,45-64 years old
Population estimates from 1926,2010,47,1,Male,Number,29878,45-64 years old
Population estimates from 1926,2010,47,2,Female,Number,30292,45-64 years old
Population estimates from 1926,2010,48,1,Male,Number,28999,45-64 years old
Population estimates from 1926,2010,48,2,Female,Number,28952,45-64 years old
Population estimates from 1926,2010,49,1,Male,Number,29030,45-64 years old
Population estimates from 1926,2010,49,2,Female,Number,29392,45-64 years old
Population estimates from 1926,2010,50,1,Male,Number,28318,45-64 years old
Population estimates from 1926,2010,50,2,Female,Number,28430,45-64 years old
Population estimates from 1926,2010,51,1,Male,Number,26860,45-64 years old
Population estimates from 1926,2010,51,2,Female,Number,26683,45-64 years old
Population estimates from 1926,2010,52,1,Male,Number,26852,45-64 years old
Population estimates from 1926,2010,52,2,Female,Number,26791,45-64 years old
Population estimates from 1926,2010,53,1,Male,Number,26279,45-64 years old
Population estimates from 1926,2010,53,2,Female,Number,26437,45-64 years old
Population estimates from 1926,2010,54,1,Male,Number,25367,45-64 years old
Population estimates from 1926,2010,54,2,Female,Number,25382,45-64 years old
Population estimates from 1926,2010,55,1,Male,Number,25143,45-64 years old
Population estimates from 1926,2010,55,2,Female,Number,25269,45-64 years old
Population estimates from 1926,2010,56,1,Male,Number,24369,45-64 years old
Population estimates from 1926,2010,56,2,Female,Number,24236,45-64 years old
Population estimates from 1926,2010,57,1,Male,Number,24445,45-64 years old
Population estimates from 1926,2010,57,2,Female,Number,24151,45-64 years old
Population estimates from 1926,2010,58,1,Male,Number,23350,45-64 years old
Population estimates from 1926,2010,58,2,Female,Number,23187,45-64 years old
Population estimates from 1926,2010,59,1,Male,Number,22985,45-64 years old
Population estimates from 1926,2010,59,2,Female,Number,22453,45-64 years old
Population estimates from 1926,2010,60,1,Male,Number,22413,45-64 years old
Population estimates from 1926,2010,60,2,Female,Number,22582,45-64 years old
Population estimates from 1926,2010,61,1,Male,Number,21977,45-64 years old
Population estimates from 1926,2010,61,2,Female,Number,21929,45-64 years old
Population estimates from 1926,2010,62,1,Male,Number,21852,45-64 years old
Population estimates from 1926,2010,62,2,Female,Number,21336,45-64 years old
Population estimates from 1926,2010,63,1,Male,Number,21108,45-64 years old
Population estimates from 1926,2010,63,2,Female,Number,20729,45-64 years old
Population estimates from 1926,2010,64,1,Male,Number,20278,45-64 years old
Population estimates from 1926,2010,64,2,Female,Number,19800,45-64 years old
Population estimates from 1926,2010,65,1,Male,Number,18517,65 and over
Population estimates from 1926,2010,65,2,Female,Number,18370,65 and over
Population estimates from 1926,2010,66,1,Male,Number,17465,65 and over
Population estimates from 1926,2010,66,2,Female,Number,17464,65 and over
Population estimates from 1926,2010,67,1,Male,Number,16365,65 and over
Population estimates from 1926,2010,67,2,Female,Number,16778,65 and over
Population estimates from 1926,2010,68,1,Male,Number,14981,65 and over
Population estimates from 1926,2010,68,2,Female,Number,14990,65 and over
Population estimates from 1926,2010,69,1,Male,Number,14168,65 and over
Population estimates from 1926,2010,69,2,Female,Number,14440,65 and over
Population estimates from 1926,2010,70,1,Male,Number,13807,65 and over
Population estimates from 1926,2010,70,2,Female,Number,14342,65 and over
Population estimates from 1926,2010,71,1,Male,Number,12979,65 and over
Population estimates from 1926,2010,71,2,Female,Number,13819,65 and over
Population estimates from 1926,2010,72,1,Male,Number,12345,65 and over
Population estimates from 1926,2010,72,2,Female,Number,12777,65 and over
Population estimates from 1926,2010,73,1,Male,Number,11580,65 and over
Population estimates from 1926,2010,73,2,Female,Number,12856,65 and over
Population estimates from 1926,2010,74,1,Male,Number,11059,65 and over
Population estimates from 1926,2010,74,2,Female,Number,12383,65 and over
Population estimates from 1926,2010,75,1,Male,Number,10376,65 and over
Population estimates from 1926,2010,75,2,Female,Number,12021,65 and over
Population estimates from 1926,2010,76,1,Male,Number,9727,65 and over
Population estimates from 1926,2010,76,2,Female,Number,11254,65 and over
Population estimates from 1926,2010,77,1,Male,Number,9108,65 and over
Population estimates from 1926,2010,77,2,Female,Number,10672,65 and over
Population estimates from 1926,2010,78,1,Male,Number,8259,65 and over
Population estimates from 1926,2010,78,2,Female,Number,10171,65 and over
Population estimates from 1926,2010,79,1,Male,Number,7649,65 and over
Population estimates from 1926,2010,79,2,Female,Number,9836,65 and over
Population estimates from 1926,2010,80,1,Male,Number,7143,65 and over
Population estimates from 1926,2010,80,2,Female,Number,9500,65 and over
Population estimates from 1926,2010,81,1,Male,Number,6114,65 and over
Population estimates from 1926,2010,81,2,Female,Number,8551,65 and over
Population estimates from 1926,2010,82,1,Male,Number,5090,65 and over
Population estimates from 1926,2010,82,2,Female,Number,7903,65 and over
Population estimates from 1926,2010,83,1,Male,Number,4737,65 and over
Population estimates from 1926,2010,83,2,Female,Number,7878,65 and over
Population estimates from 1926,2010,84,1,Male,Number,4251,65 and over
Population estimates from 1926,2010,84,2,Female,Number,7188,65 and over
Population estimates from 1926,2010,85,1,Male,Number,3672,65 and over
Population estimates from 1926,2010,85,2,Female,Number,6481,65 and over
Population estimates from 1926,2010,86,1,Male,Number,3093,65 and over
Population estimates from 1926,2010,86,2,Female,Number,5644,65 and over
Population estimates from 1926,2010,87,1,Male,Number,2596,65 and over
Population estimates from 1926,2010,87,2,Female,Number,5392,65 and over
Population estimates from 1926,2010,88,1,Male,Number,2026,65 and over
Population estimates from 1926,2010,88,2,Female,Number,4315,65 and over
Population estimates from 1926,2010,89,1,Male,Number,1718,65 and over
Population estimates from 1926,2010,89,2,Female,Number,3742,65 and over
Population estimates from 1926,2010,90,1,Male,Number,1443,65 and over
Population estimates from 1926,2010,90,2,Female,Number,3361,65 and over
Population estimates from 1926,2010,91,1,Male,Number,965,65 and over
Population estimates from 1926,2010,91,2,Female,Number,2429,65 and over
Population estimates from 1926,2010,92,1,Male,Number,618,65 and over
Population estimates from 1926,2010,92,2,Female,Number,1658,65 and over
Population estimates from 1926,2010,93,1,Male,Number,435,65 and over
Population estimates from 1926,2010,93,2,Female,Number,1498,65 and over
Population estimates from 1926,2010,94,1,Male,Number,416,65 and over
Population estimates from 1926,2010,94,2,Female,Number,1197,65 and over
Population estimates from 1926,2010,95,1,Male,Number,286,65 and over
Population estimates from 1926,2010,95,2,Female,Number,886,65 and over
Population estimates from 1926,2010,96,1,Male,Number,101,65 and over
Population estimates from 1926,2010,96,2,Female,Number,727,65 and over
Population estimates from 1926,2010,97,1,Male,Number,168,65 and over
Population estimates from 1926,2010,97,2,Female,Number,557,65 and over
Population estimates from 1926,2010,98,1,Male,Number,56,65 and over
Population estimates from 1926,2010,98,2,Female,Number,180,65 and over
Population estimates from 1926,2010,99,1,Male,Number,67,65 and over
Population estimates from 1926,2010,99,2,Female,Number,413,65 and over
Population estimates from 1926,2011,0,1,Male,Number,36880,0-14 years old
Population estimates from 1926,2011,0,2,Female,Number,35572,0-14 years old
Population estimates from 1926,2011,1,1,Male,Number,37202,0-14 years old
Population estimates from 1926,2011,1,2,Female,Number,35391,0-14 years old
Population estimates from 1926,2011,2,1,Male,Number,37148,0-14 years old
Population estimates from 1926,2011,2,2,Female,Number,35358,0-14 years old
Population estimates from 1926,2011,3,1,Male,Number,36341,0-14 years old
Population estimates from 1926,2011,3,2,Female,Number,35053,0-14 years old
Population estimates from 1926,2011,4,1,Male,Number,34394,0-14 years old
Population estimates from 1926,2011,4,2,Female,Number,32700,0-14 years old
Population estimates from 1926,2011,5,1,Male,Number,33087,0-14 years old
Population estimates from 1926,2011,5,2,Female,Number,31619,0-14 years old
Population estimates from 1926,2011,6,1,Male,Number,33427,0-14 years old
Population estimates from 1926,2011,6,2,Female,Number,31327,0-14 years old
Population estimates from 1926,2011,7,1,Male,Number,32709,0-14 years old
Population estimates from 1926,2011,7,2,Female,Number,31502,0-14 years old
Population estimates from 1926,2011,8,1,Male,Number,32466,0-14 years old
Population estimates from 1926,2011,8,2,Female,Number,31115,0-14 years old
Population estimates from 1926,2011,9,1,Male,Number,31788,0-14 years old
Population estimates from 1926,2011,9,2,Female,Number,30598,0-14 years old
Population estimates from 1926,2011,10,1,Male,Number,31399,0-14 years old
Population estimates from 1926,2011,10,2,Female,Number,29782,0-14 years old
Population estimates from 1926,2011,11,1,Male,Number,31011,0-14 years old
Population estimates from 1926,2011,11,2,Female,Number,29576,0-14 years old
Population estimates from 1926,2011,12,1,Male,Number,31285,0-14 years old
Population estimates from 1926,2011,12,2,Female,Number,29641,0-14 years old
Population estimates from 1926,2011,13,1,Male,Number,30615,0-14 years old
Population estimates from 1926,2011,13,2,Female,Number,29068,0-14 years old
Population estimates from 1926,2011,14,1,Male,Number,30175,0-14 years old
Population estimates from 1926,2011,14,2,Female,Number,28487,0-14 years old
Population estimates from 1926,2011,15,1,Male,Number,29203,15-24 years old
Population estimates from 1926,2011,15,2,Female,Number,27523,15-24 years old
Population estimates from 1926,2011,16,1,Male,Number,28509,15-24 years old
Population estimates from 1926,2011,16,2,Female,Number,27234,15-24 years old
Population estimates from 1926,2011,17,1,Male,Number,28411,15-24 years old
Population estimates from 1926,2011,17,2,Female,Number,26917,15-24 years old
Population estimates from 1926,2011,18,1,Male,Number,28918,15-24 years old
Population estimates from 1926,2011,18,2,Female,Number,27372,15-24 years old
Population estimates from 1926,2011,19,1,Male,Number,28640,15-24 years old
Population estimates from 1926,2011,19,2,Female,Number,28313,15-24 years old
Population estimates from 1926,2011,20,1,Male,Number,30279,15-24 years old
Population estimates from 1926,2011,20,2,Female,Number,29183,15-24 years old
Population estimates from 1926,2011,21,1,Male,Number,29073,15-24 years old
Population estimates from 1926,2011,21,2,Female,Number,28878,15-24 years old
Population estimates from 1926,2011,22,1,Male,Number,28830,15-24 years old
Population estimates from 1926,2011,22,2,Female,Number,29127,15-24 years old
Population estimates from 1926,2011,23,1,Male,Number,29631,15-24 years old
Population estimates from 1926,2011,23,2,Female,Number,30656,15-24 years old
Population estimates from 1926,2011,24,1,Male,Number,30813,15-24 years old
Population estimates from 1926,2011,24,2,Female,Number,32101,15-24 years old
Population estimates from 1926,2011,25,1,Male,Number,31826,25-44 years old
Population estimates from 1926,2011,25,2,Female,Number,34012,25-44 years old
Population estimates from 1926,2011,26,1,Male,Number,33274,25-44 years old
Population estimates from 1926,2011,26,2,Female,Number,35343,25-44 years old
Population estimates from 1926,2011,27,1,Male,Number,34573,25-44 years old
Population estimates from 1926,2011,27,2,Female,Number,37554,25-44 years old
Population estimates from 1926,2011,28,1,Male,Number,36958,25-44 years old
Population estimates from 1926,2011,28,2,Female,Number,40007,25-44 years old
Population estimates from 1926,2011,29,1,Male,Number,38482,25-44 years old
Population estimates from 1926,2011,29,2,Female,Number,40848,25-44 years old
Population estimates from 1926,2011,30,1,Male,Number,40684,25-44 years old
Population estimates from 1926,2011,30,2,Female,Number,41934,25-44 years old
Population estimates from 1926,2011,31,1,Male,Number,40636,25-44 years old
Population estimates from 1926,2011,31,2,Female,Number,41108,25-44 years old
Population estimates from 1926,2011,32,1,Male,Number,38599,25-44 years old
Population estimates from 1926,2011,32,2,Female,Number,39986,25-44 years old
Population estimates from 1926,2011,33,1,Male,Number,37595,25-44 years old
Population estimates from 1926,2011,33,2,Female,Number,38229,25-44 years old
Population estimates from 1926,2011,34,1,Male,Number,37339,25-44 years old
Population estimates from 1926,2011,34,2,Female,Number,37257,25-44 years old
Population estimates from 1926,2011,35,1,Male,Number,37084,25-44 years old
Population estimates from 1926,2011,35,2,Female,Number,36942,25-44 years old
Population estimates from 1926,2011,36,1,Male,Number,36962,25-44 years old
Population estimates from 1926,2011,36,2,Female,Number,36795,25-44 years old
Population estimates from 1926,2011,37,1,Male,Number,36213,25-44 years old
Population estimates from 1926,2011,37,2,Female,Number,36119,25-44 years old
Population estimates from 1926,2011,38,1,Male,Number,36259,25-44 years old
Population estimates from 1926,2011,38,2,Female,Number,36115,25-44 years old
