STATISTIC Label,Year,Age Group,Sex,Inward or Outward Flow,UNIT,VALUE
Estimated Migration (Persons in April),2015,65 years and over,Female,Immigrants: All origins,Thousand,1900.0
Estimated Migration (Persons in April),2015,65 years and over,Male,Net migration,Thousand,899.9999999999999
Estimated Migration (Persons in April),2015,65 years and over,Male,Emigrants: All destinations,Thousand,800.0
Estimated Migration (Persons in April),2015,65 years and over,Male,Immigrants: All origins,Thousand,1700.0
Estimated Migration (Persons in April),2016,0 - 14 years,Female,Net migration,Thousand,-599.9999999999997
Estimated Migration (Persons in April),2016,0 - 14 years,Female,Emigrants: All destinations,Thousand,5500.0
Estimated Migration (Persons in April),2016,0 - 14 years,Female,Immigrants: All origins,Thousand,4900.0
Estimated Migration (Persons in April),2016,0 - 14 years,Male,Net migration,Thousand,299.99999999999983
Estimated Migration (Persons in April),2016,0 - 14 years,Male,Emigrants: All destinations,Thousand,4700.0
Estimated Migration (Persons in April),2016,0 - 14 years,Male,Immigrants: All origins,Thousand,5000.0
Estimated Migration (Persons in April),2016,15 - 24 years,Female,Net migration,Thousand,1399.9999999999986
Estimated Migration (Persons in April),2016,15 - 24 years,Female,Emigrants: All destinations,Thousand,8800.0
Estimated Migration (Persons in April),2016,15 - 24 years,Female,Immigrants: All origins,Thousand,10200.0
Estimated Migration (Persons in April),2016,15 - 24 years,Male,Net migration,Thousand,-1500.0
Estimated Migration (Persons in April),2016,15 - 24 years,Male,Emigrants: All destinations,Thousand,9500.0
Estimated Migration (Persons in April),2016,15 - 24 years,Male,Immigrants: All origins,Thousand,8000.0
Estimated Migration (Persons in April),2016,25 - 44 years,Female,Net migration,Thousand,4200.000000000003
Estimated Migration (Persons in April),2016,25 - 44 years,Female,Emigrants: All destinations,Thousand,17400.0
Estimated Migration (Persons in April),2016,25 - 44 years,Female,Immigrants: All origins,Thousand,21600.0
Estimated Migration (Persons in April),2016,25 - 44 years,Male,Net migration,Thousand,9200.000000000002
Estimated Migration (Persons in April),2016,25 - 44 years,Male,Emigrants: All destinations,Thousand,13900.0
Estimated Migration (Persons in April),2016,25 - 44 years,Male,Immigrants: All origins,Thousand,23100.0
Estimated Migration (Persons in April),2016,45 - 64 years,Female,Net migration,Thousand,700.0000000000002
Estimated Migration (Persons in April),2016,45 - 64 years,Female,Emigrants: All destinations,Thousand,2400.0
Estimated Migration (Persons in April),2016,45 - 64 years,Female,Immigrants: All origins,Thousand,3100.0
Estimated Migration (Persons in April),2016,45 - 64 years,Male,Net migration,Thousand,1799.9999999999998
Estimated Migration (Persons in April),2016,45 - 64 years,Male,Emigrants: All destinations,Thousand,2200.0
Estimated Migration (Persons in April),2016,45 - 64 years,Male,Immigrants: All origins,Thousand,4000.0
Estimated Migration (Persons in April),2016,65 years and over,Female,Net migration,Thousand,300.00000000000006
Estimated Migration (Persons in April),2016,65 years and over,Female,Emigrants: All destinations,Thousand,1000.0
Estimated Migration (Persons in April),2016,65 years and over,Female,Immigrants: All origins,Thousand,1300.0
Estimated Migration (Persons in April),2016,65 years and over,Male,Net migration,Thousand,400.0000000000001
Estimated Migration (Persons in April),2016,65 years and over,Male,Emigrants: All destinations,Thousand,700.0
Estimated Migration (Persons in April),2016,65 years and over,Male,Immigrants: All origins,Thousand,1100.0
Estimated Migration (Persons in April),2017,0 - 14 years,Female,Net migration,Thousand,2600.0
Estimated Migration (Persons in April),2017,0 - 14 years,Female,Emigrants: All destinations,Thousand,2900.0
Estimated Migration (Persons in April),2017,0 - 14 years,Female,Immigrants: All origins,Thousand,5500.0
Estimated Migration (Persons in April),2017,0 - 14 years,Male,Net migration,Thousand,1800.0000000000002
Estimated Migration (Persons in April),2017,0 - 14 years,Male,Emigrants: All destinations,Thousand,3100.0
Estimated Migration (Persons in April),2017,0 - 14 years,Male,Immigrants: All origins,Thousand,4900.0
Estimated Migration (Persons in April),2017,15 - 24 years,Female,Net migration,Thousand,2800.000000000001
Estimated Migration (Persons in April),2017,15 - 24 years,Female,Emigrants: All destinations,Thousand,7600.0
Estimated Migration (Persons in April),2017,15 - 24 years,Female,Immigrants: All origins,Thousand,10400.0
Estimated Migration (Persons in April),2017,15 - 24 years,Male,Net migration,Thousand,1899.9999999999995
Estimated Migration (Persons in April),2017,15 - 24 years,Male,Emigrants: All destinations,Thousand,7200.0
Estimated Migration (Persons in April),2017,15 - 24 years,Male,Immigrants: All origins,Thousand,9100.0
Estimated Migration (Persons in April),2017,25 - 44 years,Female,Net migration,Thousand,9400.000000000002
Estimated Migration (Persons in April),2017,25 - 44 years,Female,Emigrants: All destinations,Thousand,14700.0
Estimated Migration (Persons in April),2017,25 - 44 years,Female,Immigrants: All origins,Thousand,24100.0
Estimated Migration (Persons in April),2017,25 - 44 years,Male,Net migration,Thousand,8500.0
Estimated Migration (Persons in April),2017,25 - 44 years,Male,Emigrants: All destinations,Thousand,16600.0
Estimated Migration (Persons in April),2017,25 - 44 years,Male,Immigrants: All origins,Thousand,25100.0
Estimated Migration (Persons in April),2017,45 - 64 years,Female,Net migration,Thousand,4800.0
Estimated Migration (Persons in April),2017,45 - 64 years,Female,Emigrants: All destinations,Thousand,900.0
Estimated Migration (Persons in April),2017,45 - 64 years,Female,Immigrants: All origins,Thousand,5700.0
Estimated Migration (Persons in April),2017,45 - 64 years,Male,Net migration,Thousand,4000.0
Estimated Migration (Persons in April),2017,45 - 64 years,Male,Emigrants: All destinations,Thousand,1900.0
Estimated Migration (Persons in April),2017,45 - 64 years,Male,Immigrants: All origins,Thousand,5900.0
Estimated Migration (Persons in April),2017,65 years and over,Female,Net migration,Thousand,1799.9999999999998
Estimated Migration (Persons in April),2017,65 years and over,Female,Emigrants: All destinations,Thousand,500.0
Estimated Migration (Persons in April),2017,65 years and over,Female,Immigrants: All origins,Thousand,2300.0
Estimated Migration (Persons in April),2017,65 years and over,Male,Net migration,Thousand,1599.9999999999998
Estimated Migration (Persons in April),2017,65 years and over,Male,Emigrants: All destinations,Thousand,700.0
Estimated Migration (Persons in April),2017,65 years and over,Male,Immigrants: All origins,Thousand,2300.0
Estimated Migration (Persons in April),2018,0 - 14 years,Female,Net migration,Thousand,2700.0
Estimated Migration (Persons in April),2018,0 - 14 years,Female,Emigrants: All destinations,Thousand,3000.0
Estimated Migration (Persons in April),2018,0 - 14 years,Female,Immigrants: All origins,Thousand,5700.0
Estimated Migration (Persons in April),2018,0 - 14 years,Male,Net migration,Thousand,3700.0
Estimated Migration (Persons in April),2018,0 - 14 years,Male,Emigrants: All destinations,Thousand,2200.0
Estimated Migration (Persons in April),2018,0 - 14 years,Male,Immigrants: All origins,Thousand,5900.0
Estimated Migration (Persons in April),2018,15 - 24 years,Female,Net migration,Thousand,6300.000000000001
Estimated Migration (Persons in April),2018,15 - 24 years,Female,Emigrants: All destinations,Thousand,6600.0
Estimated Migration (Persons in April),2018,15 - 24 years,Female,Immigrants: All origins,Thousand,12900.0
Estimated Migration (Persons in April),2018,15 - 24 years,Male,Net migration,Thousand,6499.999999999999
Estimated Migration (Persons in April),2018,15 - 24 years,Male,Emigrants: All destinations,Thousand,5200.0
Estimated Migration (Persons in April),2018,15 - 24 years,Male,Immigrants: All origins,Thousand,11700.0
Estimated Migration (Persons in April),2018,25 - 44 years,Female,Net migration,Thousand,9300.0
Estimated Migration (Persons in April),2018,25 - 44 years,Female,Emigrants: All destinations,Thousand,13800.0
Estimated Migration (Persons in April),2018,25 - 44 years,Female,Immigrants: All origins,Thousand,23100.0
Estimated Migration (Persons in April),2018,25 - 44 years,Male,Net migration,Thousand,9600.0
Estimated Migration (Persons in April),2018,25 - 44 years,Male,Emigrants: All destinations,Thousand,12900.0
Estimated Migration (Persons in April),2018,25 - 44 years,Male,Immigrants: All origins,Thousand,22500.0
Estimated Migration (Persons in April),2018,45 - 64 years,Female,Net migration,Thousand,1200.0000000000002
Estimated Migration (Persons in April),2018,45 - 64 years,Female,Emigrants: All destinations,Thousand,3500.0
Estimated Migration (Persons in April),2018,45 - 64 years,Female,Immigrants: All origins,Thousand,4700.0
Estimated Migration (Persons in April),2018,45 - 64 years,Male,Net migration,Thousand,1699.9999999999998
Estimated Migration (Persons in April),2018,45 - 64 years,Male,Emigrants: All destinations,Thousand,3100.0
Estimated Migration (Persons in April),2018,45 - 64 years,Male,Immigrants: All origins,Thousand,4800.0
Estimated Migration (Persons in April),2018,65 years and over,Female,Net migration,Thousand,1400.0000000000002
Estimated Migration (Persons in April),2018,65 years and over,Female,Emigrants: All destinations,Thousand,800.0
Estimated Migration (Persons in April),2018,65 years and over,Female,Immigrants: All origins,Thousand,2200.0
Estimated Migration (Persons in April),2018,65 years and over,Male,Net migration,Thousand,1700.0
Estimated Migration (Persons in April),2018,65 years and over,Male,Emigrants: All destinations,Thousand,700.0
Estimated Migration (Persons in April),2018,65 years and over,Male,Immigrants: All origins,Thousand,2400.0
Estimated Migration (Persons in April),2019,0 - 14 years,Female,Net migration,Thousand,1900.0
Estimated Migration (Persons in April),2019,0 - 14 years,Female,Emigrants: All destinations,Thousand,2900.0
Estimated Migration (Persons in April),2019,0 - 14 years,Female,Immigrants: All origins,Thousand,4800.0
Estimated Migration (Persons in April),2019,0 - 14 years,Male,Net migration,Thousand,3800.0
Estimated Migration (Persons in April),2019,0 - 14 years,Male,Emigrants: All destinations,Thousand,2500.0
Estimated Migration (Persons in April),2019,0 - 14 years,Male,Immigrants: All origins,Thousand,6300.0
Estimated Migration (Persons in April),2019,15 - 24 years,Female,Net migration,Thousand,3800.000000000001
Estimated Migration (Persons in April),2019,15 - 24 years,Female,Emigrants: All destinations,Thousand,8700.0
Estimated Migration (Persons in April),2019,15 - 24 years,Female,Immigrants: All origins,Thousand,12500.0
Estimated Migration (Persons in April),2019,15 - 24 years,Male,Net migration,Thousand,1199.9999999999993
Estimated Migration (Persons in April),2019,15 - 24 years,Male,Emigrants: All destinations,Thousand,8500.0
Estimated Migration (Persons in April),2019,15 - 24 years,Male,Immigrants: All origins,Thousand,9700.0
Estimated Migration (Persons in April),2019,25 - 44 years,Female,Net migration,Thousand,11100.000000000002
Estimated Migration (Persons in April),2019,25 - 44 years,Female,Emigrants: All destinations,Thousand,12000.0
Estimated Migration (Persons in April),2019,25 - 44 years,Female,Immigrants: All origins,Thousand,23100.0
Estimated Migration (Persons in April),2019,25 - 44 years,Male,Net migration,Thousand,11900.0
Estimated Migration (Persons in April),2019,25 - 44 years,Male,Emigrants: All destinations,Thousand,13900.0
Estimated Migration (Persons in April),2019,25 - 44 years,Male,Immigrants: All origins,Thousand,25800.0
Estimated Migration (Persons in April),2019,45 - 64 years,Female,Net migration,Thousand,3400.0
Estimated Migration (Persons in April),2019,45 - 64 years,Female,Emigrants: All destinations,Thousand,1900.0
Estimated Migration (Persons in April),2019,45 - 64 years,Female,Immigrants: All origins,Thousand,5300.0
Estimated Migration (Persons in April),2019,45 - 64 years,Male,Net migration,Thousand,3900.0
Estimated Migration (Persons in April),2019,45 - 64 years,Male,Emigrants: All destinations,Thousand,1600.0
Estimated Migration (Persons in April),2019,45 - 64 years,Male,Immigrants: All origins,Thousand,5500.0
Estimated Migration (Persons in April),2019,65 years and over,Female,Net migration,Thousand,1700.0
Estimated Migration (Persons in April),2019,65 years and over,Female,Emigrants: All destinations,Thousand,800.0
Estimated Migration (Persons in April),2019,65 years and over,Female,Immigrants: All origins,Thousand,2500.0
Estimated Migration (Persons in April),2019,65 years and over,Male,Net migration,Thousand,1300.0
Estimated Migration (Persons in April),2019,65 years and over,Male,Emigrants: All destinations,Thousand,500.0
Estimated Migration (Persons in April),2019,65 years and over,Male,Immigrants: All origins,Thousand,1800.0
Estimated Migration (Persons in April),2020,0 - 14 years,Female,Net migration,Thousand,1299.9999999999998
Estimated Migration (Persons in April),2020,0 - 14 years,Female,Emigrants: All destinations,Thousand,3800.0
Estimated Migration (Persons in April),2020,0 - 14 years,Female,Immigrants: All origins,Thousand,5100.0
Estimated Migration (Persons in April),2020,0 - 14 years,Male,Net migration,Thousand,2600.0
Estimated Migration (Persons in April),2020,0 - 14 years,Male,Emigrants: All destinations,Thousand,2900.0
Estimated Migration (Persons in April),2020,0 - 14 years,Male,Immigrants: All origins,Thousand,5500.0
Estimated Migration (Persons in April),2020,15 - 24 years,Female,Net migration,Thousand,3399.9999999999986
Estimated Migration (Persons in April),2020,15 - 24 years,Female,Emigrants: All destinations,Thousand,8800.0
Estimated Migration (Persons in April),2020,15 - 24 years,Female,Immigrants: All origins,Thousand,12200.0
Estimated Migration (Persons in April),2020,15 - 24 years,Male,Net migration,Thousand,3200.000000000001
Estimated Migration (Persons in April),2020,15 - 24 years,Male,Emigrants: All destinations,Thousand,6600.0
Estimated Migration (Persons in April),2020,15 - 24 years,Male,Immigrants: All origins,Thousand,9800.0
Estimated Migration (Persons in April),2020,25 - 44 years,Female,Net migration,Thousand,13100.000000000002
Estimated Migration (Persons in April),2020,25 - 44 years,Female,Emigrants: All destinations,Thousand,12000.0
Estimated Migration (Persons in April),2020,25 - 44 years,Female,Immigrants: All origins,Thousand,25100.0
Estimated Migration (Persons in April),2020,25 - 44 years,Male,Net migration,Thousand,11899.999999999998
Estimated Migration (Persons in April),2020,25 - 44 years,Male,Emigrants: All destinations,Thousand,14000.0
Estimated Migration (Persons in April),2020,25 - 44 years,Male,Immigrants: All origins,Thousand,25900.0
Estimated Migration (Persons in April),2020,45 - 64 years,Female,Net migration,Thousand,4399.999999999999
Estimated Migration (Persons in April),2020,45 - 64 years,Female,Emigrants: All destinations,Thousand,700.0
Estimated Migration (Persons in April),2020,45 - 64 years,Female,Immigrants: All origins,Thousand,5100.0
Estimated Migration (Persons in April),2020,45 - 64 years,Male,Net migration,Thousand,2400.0000000000005
Estimated Migration (Persons in April),2020,45 - 64 years,Male,Emigrants: All destinations,Thousand,1800.0
Estimated Migration (Persons in April),2020,45 - 64 years,Male,Immigrants: All origins,Thousand,4200.0
Estimated Migration (Persons in April),2020,65 years and over,Female,Net migration,Thousand,800.0
Estimated Migration (Persons in April),2020,65 years and over,Female,Emigrants: All destinations,Thousand,300.0
Estimated Migration (Persons in April),2020,65 years and over,Female,Immigrants: All origins,Thousand,1100.0
Estimated Migration (Persons in April),2020,65 years and over,Male,Net migration,Thousand,1300.0
Estimated Migration (Persons in April),2020,65 years and over,Male,Emigrants: All destinations,Thousand,200.0
Estimated Migration (Persons in April),2020,65 years and over,Male,Immigrants: All origins,Thousand,1500.0
Estimated Migration (Persons in April),2021,0 - 14 years,Female,Net migration,Thousand,2200.0
Estimated Migration (Persons in April),2021,0 - 14 years,Female,Emigrants: All destinations,Thousand,2000.0
Estimated Migration (Persons in April),2021,0 - 14 years,Female,Immigrants: All origins,Thousand,4200.0
Estimated Migration (Persons in April),2021,0 - 14 years,Male,Net migration,Thousand,599.9999999999997
Estimated Migration (Persons in April),2021,0 - 14 years,Male,Emigrants: All destinations,Thousand,2700.0
Estimated Migration (Persons in April),2021,0 - 14 years,Male,Immigrants: All origins,Thousand,3300.0
Estimated Migration (Persons in April),2021,15 - 24 years,Female,Net migration,Thousand,-2499.999999999999
Estimated Migration (Persons in April),2021,15 - 24 years,Female,Emigrants: All destinations,Thousand,10200.0
Estimated Migration (Persons in April),2021,15 - 24 years,Female,Immigrants: All origins,Thousand,7700.0
Estimated Migration (Persons in April),2021,15 - 24 years,Male,Net migration,Thousand,-2900.0000000000005
Estimated Migration (Persons in April),2021,15 - 24 years,Male,Emigrants: All destinations,Thousand,8900.0
Estimated Migration (Persons in April),2021,15 - 24 years,Male,Immigrants: All origins,Thousand,6000.0
Estimated Migration (Persons in April),2021,25 - 44 years,Female,Net migration,Thousand,11700.0
Estimated Migration (Persons in April),2021,25 - 44 years,Female,Emigrants: All destinations,Thousand,9500.0
Estimated Migration (Persons in April),2021,25 - 44 years,Female,Immigrants: All origins,Thousand,21200.0
Estimated Migration (Persons in April),2021,25 - 44 years,Male,Net migration,Thousand,7800.000000000001
Estimated Migration (Persons in April),2021,25 - 44 years,Male,Emigrants: All destinations,Thousand,10300.0
Estimated Migration (Persons in April),2021,25 - 44 years,Male,Immigrants: All origins,Thousand,18100.0
Estimated Migration (Persons in April),2021,45 - 64 years,Female,Net migration,Thousand,-299.99999999999983
Estimated Migration (Persons in April),2021,45 - 64 years,Female,Emigrants: All destinations,Thousand,3500.0
Estimated Migration (Persons in April),2021,45 - 64 years,Female,Immigrants: All origins,Thousand,3200.0
Estimated Migration (Persons in April),2021,45 - 64 years,Male,Net migration,Thousand,5000.0
Estimated Migration (Persons in April),2021,45 - 64 years,Male,Emigrants: All destinations,Thousand,2100.0
Estimated Migration (Persons in April),2021,45 - 64 years,Male,Immigrants: All origins,Thousand,7100.0
Estimated Migration (Persons in April),2021,65 years and over,Female,Net migration,Thousand,-199.99999999999994
Estimated Migration (Persons in April),2021,65 years and over,Female,Emigrants: All destinations,Thousand,1800.0
Estimated Migration (Persons in April),2021,65 years and over,Female,Immigrants: All origins,Thousand,1600.0
Estimated Migration (Persons in April),2021,65 years and over,Male,Net migration,Thousand,200.00000000000017
Estimated Migration (Persons in April),2021,65 years and over,Male,Emigrants: All destinations,Thousand,1400.0
Estimated Migration (Persons in April),2021,65 years and over,Male,Immigrants: All origins,Thousand,1600.0
Estimated Migration (Persons in April),2022,0 - 14 years,Female,Net migration,Thousand,6700.0
Estimated Migration (Persons in April),2022,0 - 14 years,Female,Emigrants: All destinations,Thousand,1300.0
Estimated Migration (Persons in April),2022,0 - 14 years,Female,Immigrants: All origins,Thousand,8000.0
Estimated Migration (Persons in April),2022,0 - 14 years,Male,Net migration,Thousand,6300.000000000001
Estimated Migration (Persons in April),2022,0 - 14 years,Male,Emigrants: All destinations,Thousand,2100.0
Estimated Migration (Persons in April),2022,0 - 14 years,Male,Immigrants: All origins,Thousand,8400.0
Estimated Migration (Persons in April),2022,15 - 24 years,Female,Net migration,Thousand,800.0000000000007
Estimated Migration (Persons in April),2022,15 - 24 years,Female,Emigrants: All destinations,Thousand,11000.0
Estimated Migration (Persons in April),2022,15 - 24 years,Female,Immigrants: All origins,Thousand,11800.0
Estimated Migration (Persons in April),2022,15 - 24 years,Male,Net migration,Thousand,-900.0000000000003
Estimated Migration (Persons in April),2022,15 - 24 years,Male,Emigrants: All destinations,Thousand,10000.0
Estimated Migration (Persons in April),2022,15 - 24 years,Male,Immigrants: All origins,Thousand,9100.0
Estimated Migration (Persons in April),2022,25 - 44 years,Female,Net migration,Thousand,20700.000000000004
Estimated Migration (Persons in April),2022,25 - 44 years,Female,Emigrants: All destinations,Thousand,8600.0
Estimated Migration (Persons in April),2022,25 - 44 years,Female,Immigrants: All origins,Thousand,29300.0
Estimated Migration (Persons in April),2022,25 - 44 years,Male,Net migration,Thousand,11399.999999999998
Estimated Migration (Persons in April),2022,25 - 44 years,Male,Emigrants: All destinations,Thousand,13000.0
Estimated Migration (Persons in April),2022,25 - 44 years,Male,Immigrants: All origins,Thousand,24400.0
Estimated Migration (Persons in April),2022,45 - 64 years,Female,Net migration,Thousand,3000.0
Estimated Migration (Persons in April),2022,45 - 64 years,Female,Emigrants: All destinations,Thousand,4100.0
Estimated Migration (Persons in April),2022,45 - 64 years,Female,Immigrants: All origins,Thousand,7100.0
Estimated Migration (Persons in April),2022,45 - 64 years,Male,Net migration,Thousand,2300.0
Estimated Migration (Persons in April),2022,45 - 64 years,Male,Emigrants: All destinations,Thousand,3300.0
Estimated Migration (Persons in April),2022,45 - 64 years,Male,Immigrants: All origins,Thousand,5600.0
Estimated Migration (Persons in April),2022,65 years and over,Female,Net migration,Thousand,899.9999999999999
Estimated Migration (Persons in April),2022,65 years and over,Female,Emigrants: All destinations,Thousand,1500.0
Estimated Migration (Persons in April),2022,65 years and over,Female,Immigrants: All origins,Thousand,2400.0
Estimated Migration (Persons in April),2022,65 years and over,Male,Net migration,Thousand,599.9999999999999
Estimated Migration (Persons in April),2022,65 years and over,Male,Emigrants: All destinations,Thousand,1100.0
Estimated Migration (Persons in April),2022,65 years and over,Male,Immigrants: All origins,Thousand,1700.0
Estimated Migration (Persons in April),2023,0 - 14 years,Female,Net migration,Thousand,8200.000000000002
Estimated Migration (Persons in April),2023,0 - 14 years,Female,Emigrants: All destinations,Thousand,2600.0
Estimated Migration (Persons in April),2023,0 - 14 years,Female,Immigrants: All origins,Thousand,10800.0
Estimated Migration (Persons in April),2023,0 - 14 years,Male,Net migration,Thousand,8200.0
Estimated Migration (Persons in April),2023,0 - 14 years,Male,Emigrants: All destinations,Thousand,2900.0
Estimated Migration (Persons in April),2023,0 - 14 years,Male,Immigrants: All origins,Thousand,11100.0
Estimated Migration (Persons in April),2023,15 - 24 years,Female,Net migration,Thousand,1399.9999999999986
Estimated Migration (Persons in April),2023,15 - 24 years,Female,Emigrants: All destinations,Thousand,12300.0
Estimated Migration (Persons in April),2023,15 - 24 years,Female,Immigrants: All origins,Thousand,13700.0
Estimated Migration (Persons in April),2023,15 - 24 years,Male,Net migration,Thousand,2500.0
Estimated Migration (Persons in April),2023,15 - 24 years,Male,Emigrants: All destinations,Thousand,7500.0
Estimated Migration (Persons in April),2023,15 - 24 years,Male,Immigrants: All origins,Thousand,10000.0
Estimated Migration (Persons in April),2023,25 - 44 years,Female,Net migration,Thousand,23000.000000000004
Estimated Migration (Persons in April),2023,25 - 44 years,Female,Emigrants: All destinations,Thousand,15200.0
Estimated Migration (Persons in April),2023,25 - 44 years,Female,Immigrants: All origins,Thousand,38200.0
Estimated Migration (Persons in April),2023,25 - 44 years,Male,Net migration,Thousand,19599.999999999996
Estimated Migration (Persons in April),2023,25 - 44 years,Male,Emigrants: All destinations,Thousand,17200.0
Estimated Migration (Persons in April),2023,25 - 44 years,Male,Immigrants: All origins,Thousand,36800.0
Estimated Migration (Persons in April),2023,45 - 64 years,Female,Net migration,Thousand,8100.000000000002
Estimated Migration (Persons in April),2023,45 - 64 years,Female,Emigrants: All destinations,Thousand,2200.0
Estimated Migration (Persons in April),2023,45 - 64 years,Female,Immigrants: All origins,Thousand,10300.0
Estimated Migration (Persons in April),2023,45 - 64 years,Male,Net migration,Thousand,3599.9999999999995
Estimated Migration (Persons in April),2023,45 - 64 years,Male,Emigrants: All destinations,Thousand,3000.0
Estimated Migration (Persons in April),2023,45 - 64 years,Male,Immigrants: All origins,Thousand,6600.0
Estimated Migration (Persons in April),2023,65 years and over,Female,Net migration,Thousand,1900.0
Estimated Migration (Persons in April),2023,65 years and over,Female,Emigrants: All destinations,Thousand,600.0
Estimated Migration (Persons in April),2023,65 years and over,Female,Immigrants: All origins,Thousand,2500.0
Estimated Migration (Persons in April),2023,65 years and over,Male,Net migration,Thousand,1100.0
Estimated Migration (Persons in April),2023,65 years and over,Male,Emigrants: All destinations,Thousand,400.0
Estimated Migration (Persons in April),2023,65 years and over,Male,Immigrants: All origins,Thousand,1500.0
